total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,896,244,54,124,66,0.22131147540983606,-0.11224990825892275,-27.38897761517715,-0.0046995370273448306,9.054604726976363,-1.7900885622762392,-0.06628747194333387,87.7964771235133,115.18545473869045,0.7622184356756524,-0.11224990825892275
