total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
17,16,1,1,0,0,1.0,1.4838709677419348,1.4838709677419348,0.07419354838709671,1.4838709677419348,1.4838709677419348,1.4838709677419348,1.4838709677419348,0,,1.4838709677419348
