total_candidates,successful_candidates,error_candidates,up_count,down_count,flat_count,up_total_change_amount,down_total_change_amount,net_total_change_amount,up_total_change_pct,down_total_change_pct,net_total_change_pct,up_avg_change_pct,down_avg_change_pct,overall_avg_change_pct
1140,1132,8,428,699,5,1219.46,-1807.1800000000003,-587.7200000000003,39.67748541774814,-61.428959986083946,-21.75147456833581,0.09270440518165453,-0.08788120169682968,-0.019215083540932692
