total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,1088,52,15,26,11,0.28846153846153844,-0.07133592423115252,-3.709468060019931,-0.0023978801015014928,3.6021771400296876,-1.7209863769615439,-0.071556350626118,20.614822716287414,24.324290776307347,0.8474994360931963,-0.07133592423115252
