ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_volume_1430,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r,entry_exception
002484.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,32.98,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,32.98,33.31,35.36,36.64,35.36,36.64,55204621.0,126419502.0,2.8593750000000004,False,False,False,2.049999999999997,,,
002763.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,6.87,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,6.87,6.99,7.04,7.14,7.01,7.25,12239033.0,8076697.0,2.7000000000000055,False,False,False,0.019999999999999574,,,
002989.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,35.33,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,35.33,33.22,33.3,35.0,33.26,36.0,14672904.0,10670343.0,0.0,False,False,True,0.03999999999999915,,,
300139.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,22.66,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,22.66,19.94,20.5,22.38,20.11,23.5,87480175.0,97325337.0,0.0,False,False,True,0.16999999999999815,,,
300213.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,11.45,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,11.45,11.16,11.3,11.88,11.2,12.2,73715200.0,42972818.0,0.7413793103448301,False,False,True,0.03999999999999915,,,
300249.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,17.62,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,17.62,18.91,19.25,19.46,19.1,21.2,85993686.0,69308079.0,8.761904761904725,False,False,False,0.19000000000000128,,,
300324.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,7.72,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,7.72,6.75,7.59,7.72,7.17,7.72,438346501.0,617090679.0,0.0,False,False,True,0.41999999999999993,,,
300353.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,25.47,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,25.47,23.27,23.67,25.75,23.58,26.58,101029686.0,68873964.0,0.13461538461538528,False,False,True,0.3099999999999987,,,
300450.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.01,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.01,35.51,38.54,40.7,38.5,41.98,211487888.0,200288189.0,0.0,False,False,True,2.990000000000002,,,
300458.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,48.13,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,48.13,47.59,52.0,52.5,51.0,55.9,113318807.0,98600747.0,8.739999999999995,False,False,True,3.4099999999999966,,,
300468.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,43.33,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,43.33,46.65,47.15,47.83,46.8,48.51,81083789.0,84118182.0,6.6176470588235325,False,False,False,0.14999999999999858,,,
300475.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.64,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.64,42.46,44.01,46.9,43.67,47.86,47594070.0,31878733.0,1.1280276816608987,False,False,True,1.2100000000000009,,,
300593.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,18.5,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,18.5,20.2,21.46,21.57,21.01,22.72,63058771.0,60855324.0,27.909090909091056,False,False,False,0.8100000000000023,,,
300682.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,24.19,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,24.19,25.33,25.72,26.3,25.46,26.96,40927610.0,39254485.0,3.637931034482746,False,False,False,0.13000000000000256,,,
300731.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,48.6,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,48.6,50.5,50.8,56.42,50.69,58.5,31361053.0,23111169.0,1.391459074733095,False,False,False,0.18999999999999773,,,
300950.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,33.85,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,33.85,31.2,33.76,35.94,33.57,35.94,19928547.0,23214767.0,0.9587155963302737,True,False,True,2.370000000000001,,,
301031.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,102.37,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,102.37,93.69,108.0,111.72,104.22,111.72,5643499.0,11314200.0,2.513440860215053,False,True,True,10.530000000000001,,,
301193.SZ,2025-09-01,gaps up,skipped,volume_rule,2025-09-02,2025-09-02 14:30:00,24.76,,,,,,,,,,,,,,False,volume_rule,2025-09-02,2025-09-02 14:30:00,24.76,20.75,20.95,24.48,20.95,24.48,11731713.0,20316902.0,0.0,False,True,True,0.1999999999999993,,,
600063.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,5.03,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,5.03,5.19,5.27,5.4,5.27,5.59,90175519.0,67574666.0,2.84615384615383,False,False,False,0.07999999999999918,,,
600089.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.32,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.32,14.3,14.53,14.72,14.52,14.81,150368305.0,119330408.0,2.1052631578947247,False,False,False,0.21999999999999886,,,
600226.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,3.7,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,3.7,3.69,3.99,3.83,3.74,3.99,223854706.0,198956463.0,0.5199999999999996,False,False,False,0.050000000000000266,,,
600319.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,8.28,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,8.28,8.48,9.0,8.8,8.5,9.33,38299013.0,26314367.0,0.6265060240963871,False,False,False,0.019999999999999574,,,
600353.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.06,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.06,18.0,19.0,19.68,18.7,19.68,63972708.0,116357869.0,0.9117647058823548,False,False,True,0.6999999999999993,,,
600489.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,17.72,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,17.72,16.03,16.4,17.57,16.28,17.57,212588338.0,207415863.0,0.0,False,False,True,0.25,,,
600673.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,24.19,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,24.19,22.47,22.88,24.19,22.8,24.72,131872706.0,99875748.0,0.0,False,False,True,0.33000000000000185,,,
600711.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,8.87,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,8.87,8.66,8.95,9.19,8.78,9.43,303816782.0,196084831.0,1.3333333333333333,False,False,True,0.11999999999999922,,,
600797.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.21,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.21,11.48,11.83,11.97,11.83,12.35,238514258.0,179422817.0,5.428571428571405,False,False,False,0.34999999999999964,,,
600988.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,27.71,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,27.71,26.21,26.8,28.05,26.31,28.45,128834313.0,100342532.0,0.2719999999999999,False,False,True,0.09999999999999787,,,
601116.SH,2025-09-01,gaps up,skipped,volume_rule,2025-09-02,2025-09-02 14:30:00,12.18,,,,,,,,,,,,,,False,volume_rule,2025-09-02,2025-09-02 14:30:00,12.18,11.08,11.2,11.96,11.2,11.96,25589293.0,64348155.0,0.0,True,False,True,0.11999999999999922,,,
601696.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,15.91,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,15.91,16.15,16.65,16.82,16.36,17.22,198635039.0,140258710.0,5.3529411764705355,False,False,False,0.21000000000000085,,,
601929.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,5.13,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,5.13,4.55,4.81,5.01,4.75,5.01,518865522.0,846173409.0,0.0,False,False,True,0.20000000000000018,,,
603115.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.78,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.78,19.64,19.91,21.43,19.78,21.43,7514172.0,14364774.0,1.085526315789473,False,False,True,0.14000000000000057,,,
603177.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.81,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.81,14.5,15.95,15.95,15.95,15.95,5086593.0,57246614.0,1139999.9999999988,False,False,False,1.4499999999999993,,,
603203.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.84,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.84,30.99,31.6,32.78,31.14,32.8,6736926.0,6327310.0,0.7966101694915267,False,False,False,0.15000000000000213,,,
603289.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,10.35,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,10.35,9.76,10.11,10.71,10.11,10.71,9314326.0,28995605.0,0.6000000000000006,False,False,True,0.34999999999999964,,,
603316.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,9.5,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,9.5,9.54,10.29,9.88,9.73,10.3,57378991.0,28464121.0,0.6666666666666677,False,False,False,0.19000000000000128,,,
603565.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,10.58,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,10.58,10.76,10.88,11.17,10.86,11.36,49341716.0,24603338.0,2.0344827586206953,False,False,False,0.09999999999999964,,,
603590.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,57.38,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,57.38,56.17,59.0,61.79,58.42,61.79,7757558.0,10587335.0,1.5806451612903218,False,False,True,2.25,,,
603936.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.45,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.45,11.99,12.3,12.65,12.05,12.9,104766108.0,82969084.0,3.428571428571435,False,False,False,0.0600000000000005,,,
603948.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,29.8,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,29.8,29.17,32.09,32.09,32.09,32.09,2557000.0,26259591.0,2290000.000000003,True,True,False,2.9200000000000017,,,
603949.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,19.5,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,19.5,19.02,19.43,19.69,19.4,20.1,8700520.0,6318940.0,0.7307692307692313,False,False,False,0.379999999999999,,,
605118.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.29,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.29,31.24,31.49,33.59,31.44,34.08,14160853.0,7482052.0,1.0952380952380947,False,False,False,0.20000000000000284,,,
605133.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,48.35,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,48.35,41.23,42.2,43.95,41.98,44.58,15948258.0,16558401.0,0.0,False,False,True,0.75,,,
605138.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,8.37,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,8.37,8.7,8.9,9.08,8.8,9.45,30994344.0,18897823.0,3.9444444444444553,False,False,False,0.10000000000000142,,,
605298.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,33.71,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,33.71,30.65,33.72,32.8,31.03,33.72,9155453.0,8603765.0,0.0,False,False,True,0.38000000000000256,,,
002248.SZ,2025-09-02,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,11.09,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,11.09,10.28,11.31,11.31,11.1,11.31,50201948.0,91122390.0,1.0476190476190463,False,False,True,0.8200000000000003,,,
002532.SZ,2025-09-02,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,10.29,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,10.29,10.18,10.5,10.52,10.39,10.7,94807661.0,42530752.0,11.500000000000266,False,False,False,0.21000000000000085,,,
002716.SZ,2025-09-02,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,6.0,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,6.0,6.06,6.41,6.33,6.28,6.67,393491988.0,250532062.0,0.846153846153847,False,False,False,0.22000000000000064,,,
002846.SZ,2025-09-02,gaps up,skipped,pullback_rule;volume_rule,2025-09-03,2025-09-03 14:30:00,19.01,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-03,2025-09-03 14:30:00,19.01,18.32,18.88,20.15,18.61,20.15,25926220.0,61472666.0,0.8976377952755885,False,True,True,0.28999999999999915,,,
300690.SZ,2025-09-02,gaps up,skipped,pullback_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,36.67,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,36.67,36.25,36.3,38.77,36.3,40.37,29188736.0,14798352.0,0.850202429149796,False,False,True,0.04999999999999716,,,
300971.SZ,2025-09-02,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,23.97,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,23.97,25.4,25.6,26.3,25.53,27.82,21289721.0,14902047.0,3.3285714285714345,False,False,False,0.13000000000000256,,,
301310.SZ,2025-09-02,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,38.51,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,38.51,39.77,41.98,40.77,40.11,43.45,4304832.0,2777002.0,0.6766467065868272,False,False,False,0.3399999999999963,,,
600021.SH,2025-09-02,gaps up,skipped,volume_rule,2025-09-03,2025-09-03 14:30:00,19.16,,,,,,,,,,,,,,False,volume_rule,2025-09-03,2025-09-03 14:30:00,19.16,16.84,18.49,18.52,17.88,18.52,44963653.0,261080923.0,0.0,False,True,True,1.0399999999999991,,,
600531.SH,2025-09-02,gaps up,skipped,pullback_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,10.15,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,10.15,9.91,10.19,10.45,9.99,10.77,156708508.0,88443604.0,1.1538461538461506,False,False,True,0.08000000000000007,,,
600737.SH,2025-09-02,gaps up,skipped,reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,17.69,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,17.69,17.79,18.5,17.97,17.83,19.03,114245551.0,55750207.0,0.23333333333333076,False,False,False,0.03999999999999915,,,
601022.SH,2025-09-02,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,9.49,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,9.49,9.65,9.87,9.88,9.86,10.27,47530768.0,25251810.0,38.99999999999396,False,False,False,0.20999999999999908,,,
601212.SH,2025-09-02,gaps up,skipped,volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,4.27,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,4.27,3.87,4.26,4.26,4.26,4.26,81509273.0,585842695.0,0.0,False,False,True,0.3899999999999997,,,
601958.SH,2025-09-02,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,16.36,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,16.36,16.5,16.94,17.47,16.6,17.95,105016656.0,90854119.0,2.094339622641518,False,True,False,0.10000000000000142,,,
603032.SH,2025-09-02,gaps up,skipped,volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,24.88,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,24.88,22.62,24.88,24.88,24.25,24.88,9477496.0,59554117.0,0.0,False,False,True,1.629999999999999,,,
603200.SH,2025-09-02,gaps up,skipped,pullback_rule;volume_rule,2025-09-03,2025-09-03 14:30:00,85.84,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-03,2025-09-03 14:30:00,85.84,83.31,85.17,87.05,84.53,89.4,19146751.0,14940906.0,0.6436170212765939,False,True,True,1.2199999999999989,,,
603500.SH,2025-09-02,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,10.86,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,10.86,11.33,12.01,11.64,11.4,12.12,42899993.0,28970190.0,1.0833333333333366,False,False,False,0.07000000000000028,,,
603881.SH,2025-09-02,gaps up,skipped,pullback_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,36.99,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-09-03,2025-09-03 14:30:00,36.99,36.66,37.78,38.33,37.03,40.33,172268004.0,90401705.0,2.4363636363636423,False,True,False,0.37000000000000455,,,
605288.SH,2025-09-02,gaps up,skipped,volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,97.29,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-03,2025-09-03 14:30:00,97.29,86.8,87.0,95.48,87.0,95.48,5145155.0,3646173.0,0.0,False,False,True,0.20000000000000284,,,
002975.SZ,2025-09-03,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,61.44,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,61.44,58.08,63.89,63.89,59.93,63.89,23062094.0,26731074.0,0.6186868686868693,False,False,True,1.8500000000000014,,,
300092.SZ,2025-09-03,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,18.13,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,18.13,16.34,16.65,19.61,16.64,19.61,94528119.0,63460113.0,0.5,False,False,True,0.3000000000000007,,,
601069.SH,2025-09-03,gaps up,skipped,volume_rule,2025-09-04,2025-09-04 14:30:00,26.43,,,,,,,,,,,,,,False,volume_rule,2025-09-04,2025-09-04 14:30:00,26.43,24.1,25.4,26.51,25.0,26.51,71006335.0,69683490.0,0.07207207207207354,True,True,True,0.8999999999999986,,,
605255.SH,2025-09-03,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-04,2025-09-04 14:30:00,,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-04,2025-09-04 14:30:00,,57.1,62.81,62.81,62.81,62.81,628968.0,0.0,,False,False,False,5.710000000000001,,,
601678.SH,2025-09-05,gaps up,skipped,volume_rule;reversal_rule,2025-09-08,2025-09-08 14:30:00,4.33,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-08,2025-09-08 14:30:00,4.33,4.19,4.28,4.25,4.22,4.42,54085327.0,43564916.0,0.0,False,False,True,0.02999999999999936,,,
000655.SZ,2025-09-08,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,8.94,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,8.94,8.83,8.85,9.01,8.85,9.06,9573469.0,13064999.0,0.4375000000000014,False,False,True,0.019999999999999574,,,
000881.SZ,2025-09-08,gaps up,skipped,volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,7.98,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,7.98,7.79,7.83,8.02,7.81,8.03,13731406.0,14336137.0,0.21052631578946976,False,False,True,0.019999999999999574,,,
002171.SZ,2025-09-08,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,9.61,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,9.61,9.47,9.56,9.76,9.51,9.9,56594670.0,46856509.0,0.7500000000000044,False,False,True,0.03999999999999915,,,
002460.SZ,2025-09-08,gaps up,skipped,volume_rule,2025-09-09,2025-09-09 14:30:00,49.7,,,,,,,,,,,,,,False,volume_rule,2025-09-09,2025-09-09 14:30:00,49.7,44.61,46.48,48.65,45.2,48.83,158641079.0,143527990.0,0.0,True,True,True,0.5900000000000034,,,
002901.SZ,2025-09-08,gaps up,skipped,pullback_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,55.29,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,55.29,54.54,55.5,58.24,55.25,59.0,6943114.0,4446583.0,1.0766423357664237,False,False,True,0.7100000000000009,,,
002978.SZ,2025-09-08,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,33.1,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,33.1,32.34,32.62,33.52,32.52,34.1,10164652.0,7412200.0,0.4666666666666656,False,False,True,0.17999999999999972,,,
300082.SZ,2025-09-08,gaps up,skipped,volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,8.15,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-09,2025-09-09 14:30:00,8.15,7.81,7.89,8.16,7.84,8.18,25692376.0,22062753.0,0.03703703703703618,False,False,True,0.03000000000000025,,,
