total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,1012,128,38,60,30,0.296875,-0.04098512717173056,-5.246096277981512,-0.0011060163251741617,9.054604726976363,-1.7900885622762392,0.0,49.793985732830016,55.040082010811524,0.9046858927835352,-0.04098512717173056
