ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_day_volume,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r,entry_exception
002552.SZ,2025-04-10,gaps up,skipped,volume_rule;reversal_rule,2025-04-11,2025-04-11 14:30:00,12.9,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-04-11,2025-04-11 14:30:00,12.9,12.38,12.6,12.66,12.6,12.88,7816811.0,6730273.0,0.0,False,False,True,0.21999999999999886,,,
002913.SZ,2025-04-10,gaps up,skipped,volume_rule;reversal_rule,2025-04-11,2025-04-11 14:30:00,22.87,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-04-11,2025-04-11 14:30:00,22.87,21.09,22.1,22.19,21.8,22.69,8901481.0,7765792.0,0.0,False,False,True,0.7100000000000009,,,
301148.SZ,2025-04-10,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-04-11,2025-04-11 14:30:00,17.51,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-04-11,2025-04-11 14:30:00,17.51,17.56,17.62,17.89,17.62,18.2,1685926.0,874790.0,1.4074074074074059,False,False,False,0.060000000000002274,,,
600483.SH,2025-04-10,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-04-11,2025-04-11 14:30:00,9.1,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-04-11,2025-04-11 14:30:00,9.1,9.43,9.68,9.6,9.46,9.71,29907005.0,17155069.0,2.0,False,False,False,0.030000000000001137,,,
000025.SZ,2025-04-18,gaps up,skipped,pullback_rule,2025-04-21,2025-04-21 14:30:00,20.4,,,,,,,,,,,,,,False,pullback_rule,2025-04-21,2025-04-21 14:30:00,20.4,19.26,20.18,21.19,20.04,21.19,78195072.0,58623770.0,0.7821782178217837,False,True,True,0.7799999999999976,,,
600382.SH,2025-05-07,gaps up,skipped,pullback_rule;gap_fill_rule,2025-05-08,2025-05-08 14:30:00,4.7,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-05-08,2025-05-08 14:30:00,4.7,4.79,4.81,4.89,4.8,4.9,14120352.0,5891818.0,2.3749999999999916,False,True,False,0.009999999999999787,,,
603588.SH,2025-05-19,gaps up,skipped,volume_rule,2025-05-20,2025-05-20 14:30:00,5.79,,,,,,,,,,,,,,False,volume_rule,2025-05-20,2025-05-20 14:30:00,5.79,5.58,5.64,5.84,5.62,5.95,82954354.0,90953344.0,0.2499999999999989,True,True,True,0.040000000000000036,,,
002366.SZ,2025-05-29,gaps up,skipped,pullback_rule;gap_fill_rule,2025-05-30,2025-05-30 14:30:00,7.42,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-05-30,2025-05-30 14:30:00,7.42,7.49,7.77,8.24,7.58,8.24,695364176.0,406475570.0,1.744680851063828,False,True,False,0.08999999999999986,,,
300587.SZ,2025-06-09,gaps up,skipped,pullback_rule;reversal_rule,2025-06-10,2025-06-10 14:30:00,6.92,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-06-10,2025-06-10 14:30:00,6.92,6.32,6.61,7.19,6.51,7.35,138229838.0,76196025.0,0.4655172413793111,False,False,True,0.1899999999999995,,,
605167.SH,2025-06-16,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-06-17,2025-06-17 14:30:00,12.32,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-06-17,2025-06-17 14:30:00,12.32,12.54,12.97,13.18,12.6,13.64,63719782.0,34511398.0,4.095238095238111,False,False,False,0.0600000000000005,,,
002430.SZ,2025-07-04,gaps up,skipped,reversal_rule,2025-07-07,2025-07-07 14:30:00,20.17,,,,,,,,,,,,,,False,reversal_rule,2025-07-07,2025-07-07 14:30:00,20.17,19.7,19.73,20.08,19.71,20.5,16669672.0,10654924.0,0.0,False,False,True,0.010000000000001563,,,
000506.SZ,2025-07-08,gaps up,traded,completed,2025-07-09,2025-07-09 14:30:00,10.36,9.841999999999999,0.5180000000000007,2025-07-11,2025-07-11 09:52:00,10.36,trailing_stop,3.0,0.0,0.0,0.0,1.0038610038610052,-0.09652509652509433,10.36,True,eligible,2025-07-09,2025-07-09 14:30:00,10.36,9.85,10.04,10.44,9.94,10.6,62339740.0,40303266.0,0.2,False,True,True,0.08999999999999986,9.841999999999999,0.5180000000000007,
600392.SH,2025-07-11,gaps up,skipped,volume_rule,2025-07-14,2025-07-14 14:30:00,14.98,,,,,,,,,,,,,,False,volume_rule,2025-07-14,2025-07-14 14:30:00,14.98,13.8,14.38,14.99,14.06,14.99,188189444.0,212674071.0,0.016393442622950484,False,True,True,0.2599999999999998,,,
000777.SZ,2025-07-14,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-07-15,2025-07-15 14:30:00,21.62,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-07-15,2025-07-15 14:30:00,21.62,20.12,22.07,22.07,22.05,22.07,22692377.0,58210212.0,22.500000000000444,False,False,True,1.9299999999999997,,,
000825.SZ,2025-07-21,gaps up,skipped,volume_rule,2025-07-22,2025-07-22 14:30:00,4.38,,,,,,,,,,,,,,False,volume_rule,2025-07-22,2025-07-22 14:30:00,4.38,4.18,4.2,4.27,4.19,4.33,80700804.0,74072041.0,0.0,True,False,True,0.010000000000000675,,,
601611.SH,2025-07-21,gaps up,skipped,volume_rule,2025-07-22,2025-07-22 14:30:00,9.78,,,,,,,,,,,,,,False,volume_rule,2025-07-22,2025-07-22 14:30:00,9.78,9.34,9.4,9.68,9.37,9.68,54344401.0,75969780.0,0.0,False,True,True,0.02999999999999936,,,
000922.SZ,2025-07-22,gaps up,skipped,volume_rule;reversal_rule,2025-07-23,2025-07-23 14:30:00,12.97,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-07-23,2025-07-23 14:30:00,12.97,11.83,12.3,12.9,11.96,12.9,76104541.0,105237136.0,0.0,False,False,True,0.13000000000000078,,,
603169.SH,2025-07-23,gaps up,skipped,pullback_rule,2025-07-24,2025-07-24 14:30:00,8.07,,,,,,,,,,,,,,False,pullback_rule,2025-07-24,2025-07-24 14:30:00,8.07,7.91,8.03,8.2,8.03,8.33,118699931.0,52179492.0,0.7647058823529357,False,True,True,0.11999999999999922,,,
002639.SZ,2025-07-24,gaps up,skipped,pullback_rule;reversal_rule,2025-07-25,2025-07-25 14:30:00,11.48,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-07-25,2025-07-25 14:30:00,11.48,11.44,11.92,12.15,11.72,12.55,298211257.0,170882520.0,2.913043478260864,False,False,True,0.28000000000000114,,,
605088.SH,2025-07-28,gaps up,skipped,pullback_rule;gap_fill_rule,2025-07-29,2025-07-29 14:30:00,42.03,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-07-29,2025-07-29 14:30:00,42.03,42.37,42.87,42.9,42.44,43.96,14873172.0,7905143.0,28.999999999998817,False,True,False,0.07000000000000028,,,
300584.SZ,2025-08-05,gaps up,traded,completed,2025-08-06,2025-08-06 14:30:00,44.31,42.094500000000004,2.2154999999999987,2025-08-07,2025-08-07 10:34:00,46.5255,trailing_stop,2.0,2.2154999999999987,0.04999999999999997,1.0,3.2949672760099307,-0.031595576619273445,46.5255,True,eligible,2025-08-06,2025-08-06 14:30:00,44.31,41.27,42.53,42.9,41.75,45.3,29476600.0,17272900.0,0.0,False,True,True,0.4799999999999969,42.094500000000004,2.2154999999999987,
000688.SZ,2025-08-11,gaps up,skipped,gap_fill_rule,2025-08-12,2025-08-12 14:30:00,14.38,,,,,,,,,,,,,,False,gap_fill_rule,2025-08-12,2025-08-12 14:30:00,14.38,14.27,14.8,14.41,14.29,14.9,16151702.0,9051806.0,0.04918032786885131,False,True,False,0.019999999999999574,,,
001203.SZ,2025-08-11,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-08-12,2025-08-12 14:30:00,11.91,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-08-12,2025-08-12 14:30:00,11.91,12.05,12.45,12.3,12.2,12.61,30924369.0,18604795.0,0.951219512195123,False,False,False,0.14999999999999858,,,
002340.SZ,2025-08-11,gaps up,skipped,pullback_rule;reversal_rule,2025-08-12,2025-08-12 14:30:00,6.67,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-12,2025-08-12 14:30:00,6.67,6.56,6.65,6.72,6.58,6.72,145192363.0,67781881.0,0.714285714285718,False,False,True,0.020000000000000462,,,
600338.SH,2025-08-11,gaps up,skipped,gap_fill_rule,2025-08-12,2025-08-12 14:30:00,11.97,,,,,,,,,,,,,,False,gap_fill_rule,2025-08-12,2025-08-12 14:30:00,11.97,11.76,12.3,12.06,11.8,12.42,67536385.0,38581766.0,0.1451612903225806,False,True,False,0.040000000000000924,,,
600425.SH,2025-08-11,gaps up,skipped,pullback_rule,2025-08-12,2025-08-12 14:30:00,4.65,,,,,,,,,,,,,,False,pullback_rule,2025-08-12,2025-08-12 14:30:00,4.65,4.41,4.85,4.85,4.61,4.85,364589779.0,204451076.0,0.8333333333333327,False,True,True,0.20000000000000018,,,
600444.SH,2025-08-11,gaps up,skipped,pullback_rule;gap_fill_rule,2025-08-12,2025-08-12 14:30:00,17.75,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-08-12,2025-08-12 14:30:00,17.75,17.71,17.94,17.85,17.8,18.03,7104300.0,3995100.0,0.43478260869565755,True,True,False,0.08999999999999986,,,
600581.SH,2025-08-12,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-13,2025-08-13 14:30:00,5.02,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-13,2025-08-13 14:30:00,5.02,4.66,4.94,5.13,4.67,5.13,265698587.0,324866195.0,0.5789473684210559,False,False,True,0.009999999999999787,,,
000792.SZ,2025-08-18,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-08-19,2025-08-19 14:30:00,19.07,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-08-19,2025-08-19 14:30:00,19.07,19.19,19.45,19.28,19.2,19.63,77517736.0,44241671.0,0.4883720930232581,False,False,False,0.00999999999999801,,,
001360.SZ,2025-08-18,gaps up,traded,completed,2025-08-19,2025-08-19 14:30:00,15.82,15.3945,0.42549999999999955,2025-08-28,2025-08-28 10:21:00,15.3945,trailing_stop,8.0,-0.42549999999999955,-0.026896333754740806,-1.0,0.3995299647473563,-1.0575793184488873,15.3945,True,eligible,2025-08-19,2025-08-19 14:30:00,15.82,15.55,15.59,15.82,15.59,16.05,6285460.0,3993476.0,0.0,False,True,True,0.03999999999999915,15.3945,0.42549999999999955,
002466.SZ,2025-08-18,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-08-19,2025-08-19 14:30:00,43.81,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-08-19,2025-08-19 14:30:00,43.81,43.99,44.9,44.46,44.0,45.37,69810059.0,50429265.0,0.4744525547445254,False,False,False,0.00999999999999801,,,
300814.SZ,2025-08-18,gaps up,skipped,pullback_rule;reversal_rule,2025-08-19,2025-08-19 14:30:00,49.02,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-19,2025-08-19 14:30:00,49.02,45.89,48.0,50.65,47.51,53.33,33083510.0,18521481.0,0.6150943396226402,False,False,True,1.6199999999999974,,,
603132.SH,2025-08-18,gaps up,skipped,pullback_rule;gap_fill_rule,2025-08-19,2025-08-19 14:30:00,13.42,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-08-19,2025-08-19 14:30:00,13.42,13.74,13.88,13.96,13.78,14.48,7671084.0,6029645.0,6.750000000000005,False,True,False,0.03999999999999915,,,
605020.SH,2025-08-18,gaps up,skipped,volume_rule,2025-08-19,2025-08-19 14:30:00,30.52,,,,,,,,,,,,,,False,volume_rule,2025-08-19,2025-08-19 14:30:00,30.52,28.76,29.23,30.33,29.08,30.76,21478336.0,18619508.0,0.0,False,True,True,0.31999999999999673,,,
002645.SZ,2025-08-19,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-20,2025-08-20 14:30:00,16.53,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-20,2025-08-20 14:30:00,16.53,16.41,17.15,18.05,17.07,18.05,98160476.0,124818941.0,1.6888888888888844,False,False,True,0.6600000000000001,,,
002576.SZ,2025-08-20,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-21,2025-08-21 14:30:00,19.58,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-21,2025-08-21 14:30:00,19.58,19.3,19.5,21.04,19.41,21.04,11601132.0,38100297.0,0.9480519480519491,False,False,True,0.10999999999999943,,,
301282.SZ,2025-08-20,gaps up,skipped,reversal_rule;gap_fill_rule,2025-08-21,2025-08-21 14:30:00,28.72,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-08-21,2025-08-21 14:30:00,28.72,28.09,29.61,29.11,28.45,30.45,24306165.0,16075492.0,0.19500000000000028,False,False,False,0.35999999999999943,,,
603657.SH,2025-08-20,gaps up,traded,completed,2025-08-21,2025-08-21 14:30:00,42.02,39.919000000000004,2.100999999999999,2025-08-27,2025-08-27 14:57:00,44.121,trailing_stop,5.0,2.100999999999999,0.049999999999999975,1.0,2.836744407425034,-0.2570204664445533,44.121,True,eligible,2025-08-21,2025-08-21 14:30:00,42.02,38.7,40.98,42.21,39.53,42.57,9083620.0,7181740.0,0.1544715447154448,True,False,True,0.8299999999999983,39.919000000000004,2.100999999999999,
002056.SZ,2025-08-21,gaps up,skipped,pullback_rule,2025-08-22,2025-08-22 14:30:00,17.78,,,,,,,,,,,,,,False,pullback_rule,2025-08-22,2025-08-22 14:30:00,17.78,17.55,17.85,18.3,17.69,19.17,123983994.0,64244168.0,1.1555555555555563,True,True,True,0.14000000000000057,,,
002315.SZ,2025-08-21,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-08-22,2025-08-22 14:30:00,52.35,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-08-22,2025-08-22 14:30:00,52.35,51.5,51.81,53.18,51.6,53.5,14518107.0,11963409.0,0.6058394160583941,False,True,False,0.10000000000000142,,,
002714.SZ,2025-08-21,gaps up,skipped,pullback_rule,2025-08-22,2025-08-22 14:30:00,49.5,,,,,,,,,,,,,,False,pullback_rule,2025-08-22,2025-08-22 14:30:00,49.5,47.66,49.63,50.21,48.36,51.76,117144046.0,51566225.0,1.2241379310344878,False,True,True,0.7000000000000028,,,
300777.SZ,2025-08-21,gaps up,skipped,gap_fill_rule,2025-08-22,2025-08-22 14:30:00,38.39,,,,,,,,,,,,,,False,gap_fill_rule,2025-08-22,2025-08-22 14:30:00,38.39,37.36,37.55,37.76,37.41,38.26,13424087.0,10674693.0,0.0,False,True,False,0.04999999999999716,,,
600660.SH,2025-08-21,gaps up,skipped,pullback_rule,2025-08-22,2025-08-22 14:30:00,62.21,,,,,,,,,,,,,,False,pullback_rule,2025-08-22,2025-08-22 14:30:00,62.21,61.35,62.61,64.7,62.0,65.18,76353422.0,27251874.0,1.1913875598086114,False,True,True,0.6499999999999986,,,
601319.SH,2025-08-21,gaps up,traded,completed,2025-08-22,2025-08-22 14:30:00,8.71,8.4942,0.21580000000000155,2025-08-27,2025-08-27 13:56:00,8.4942,trailing_stop,4.0,-0.21580000000000155,-0.02477611940298525,-1.0,0.4633920296570849,-1.0658016682113012,8.4942,True,eligible,2025-08-22,2025-08-22 14:30:00,8.71,8.58,8.61,8.71,8.59,8.85,102669512.0,66082326.0,0.0,False,True,True,0.009999999999999787,8.4942,0.21580000000000155,
605296.SH,2025-08-21,gaps up,skipped,pullback_rule;gap_fill_rule,2025-08-22,2025-08-22 14:30:00,32.49,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-08-22,2025-08-22 14:30:00,32.49,32.55,32.83,33.2,32.56,34.0,8019822.0,4885162.0,1.9189189189188975,True,True,False,0.010000000000005116,,,
002080.SZ,2025-08-22,gaps up,skipped,volume_rule,2025-08-25,2025-08-25 14:30:00,38.69,,,,,,,,,,,,,,False,volume_rule,2025-08-25,2025-08-25 14:30:00,38.69,32.44,33.0,35.29,32.6,35.29,59912711.0,64389673.0,0.0,False,True,True,0.1600000000000037,,,
002177.SZ,2025-08-22,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,9.46,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,9.46,9.09,9.44,10.0,9.35,10.0,235211818.0,359871844.0,0.9642857142857119,False,False,True,0.2599999999999998,,,
002212.SZ,2025-08-22,gaps up,skipped,volume_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,10.47,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,10.47,9.23,10.15,10.15,10.01,10.15,99379624.0,323414703.0,0.0,False,False,True,0.7799999999999994,,,
002838.SZ,2025-08-22,gaps up,traded,completed,2025-08-25,2025-08-25 14:30:00,28.37,26.9515,1.4185000000000016,2025-08-28,2025-08-28 09:31:00,26.9515,trailing_stop,4.0,-1.4185000000000016,-0.05000000000000006,-1.0,0.4934790271413454,-1.0433556573845602,26.9515,True,eligible,2025-08-25,2025-08-25 14:30:00,28.37,26.02,27.5,28.62,26.2,28.62,32376473.0,22592458.0,0.2232142857142855,False,True,True,0.17999999999999972,26.9515,1.4185000000000016,
003023.SZ,2025-08-22,gaps up,skipped,pullback_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,24.6,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,24.6,23.53,24.12,24.91,23.8,25.66,19700661.0,9694224.0,0.39240506329113806,False,False,True,0.2699999999999996,,,
300113.SZ,2025-08-22,gaps up,skipped,volume_rule,2025-08-25,2025-08-25 14:30:00,29.49,,,,,,,,,,,,,,False,volume_rule,2025-08-25,2025-08-25 14:30:00,29.49,23.03,23.53,27.24,23.33,27.24,86668158.0,105651430.0,0.0,False,True,True,0.29999999999999716,,,
300314.SZ,2025-08-22,gaps up,traded,completed,2025-08-25,2025-08-25 14:30:00,15.52,14.7807,0.7393000000000001,2025-08-27,2025-08-27 14:57:00,14.7807,trailing_stop,3.0,-0.7393000000000001,-0.047635309278350524,-1.0,0.14878939537400407,-1.0009468416069256,14.7807,True,eligible,2025-08-25,2025-08-25 14:30:00,15.52,14.93,15.76,15.47,15.22,16.95,35226100.0,17869702.0,0.0,True,True,True,0.2900000000000009,14.7807,0.7393000000000001,
300324.SZ,2025-08-22,gaps up,skipped,pullback_rule;volume_rule,2025-08-25,2025-08-25 14:30:00,6.22,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-08-25,2025-08-25 14:30:00,6.22,6.03,6.12,6.35,6.04,6.8,413020902.0,336282854.0,0.5652173913043484,True,True,True,0.009999999999999787,,,
301035.SZ,2025-08-22,gaps up,skipped,pullback_rule,2025-08-25,2025-08-25 14:30:00,72.27,,,,,,,,,,,,,,False,pullback_rule,2025-08-25,2025-08-25 14:30:00,72.27,69.55,72.0,72.41,70.2,78.47,5781256.0,3434276.0,0.3414634146341506,False,True,True,0.6500000000000057,,,
600031.SH,2025-08-22,gaps up,skipped,volume_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,21.32,,,,,,,,,,,,,,False,volume_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,21.32,21.14,21.4,21.3,21.21,21.63,97845020.0,85507343.0,0.0,False,True,False,0.07000000000000028,,,
600315.SH,2025-08-22,gaps up,skipped,volume_rule,2025-08-25,2025-08-25 14:30:00,25.9,,,,,,,,,,,,,,False,volume_rule,2025-08-25,2025-08-25 14:30:00,25.9,23.82,24.31,25.74,24.31,25.74,20911023.0,28307562.0,0.0,False,True,True,0.48999999999999844,,,
600475.SH,2025-08-22,gaps up,skipped,pullback_rule;volume_rule,2025-08-25,2025-08-25 14:30:00,23.98,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-08-25,2025-08-25 14:30:00,23.98,23.56,25.5,25.92,24.28,25.92,17715261.0,46499527.0,4.6190476190476035,False,True,True,0.7200000000000024,,,
600633.SH,2025-08-22,gaps up,skipped,volume_rule,2025-08-25,2025-08-25 14:30:00,15.76,,,,,,,,,,,,,,False,volume_rule,2025-08-25,2025-08-25 14:30:00,15.76,15.27,15.33,15.68,15.31,15.8,78934655.0,92949593.0,0.0,False,True,True,0.040000000000000924,,,
600728.SH,2025-08-22,gaps up,traded,completed,2025-08-25,2025-08-25 14:30:00,7.5,7.125,0.375,2025-08-28,2025-08-28 09:31:00,7.7,gap_down_stop,4.0,0.20000000000000018,0.02666666666666669,0.5333333333333338,2.800000000000002,-0.5599999999999999,7.875,True,eligible,2025-08-25,2025-08-25 14:30:00,7.5,6.32,6.82,6.82,6.82,6.82,54302645.0,18642858.0,0.0,False,True,True,0.5,7.125,0.375,
603187.SH,2025-08-22,gaps up,skipped,gap_fill_rule,2025-08-25,2025-08-25 14:30:00,14.62,,,,,,,,,,,,,,False,gap_fill_rule,2025-08-25,2025-08-25 14:30:00,14.62,14.1,15.0,14.69,14.62,15.3,34224349.0,19675600.0,0.10294117647058842,False,True,False,0.5199999999999996,,,
603227.SH,2025-08-22,gaps up,skipped,volume_rule,2025-08-25,2025-08-25 14:30:00,10.09,,,,,,,,,,,,,,False,volume_rule,2025-08-25,2025-08-25 14:30:00,10.09,8.97,9.0,9.79,9.0,9.79,107056647.0,91785801.0,0.0,False,True,True,0.02999999999999936,,,
603897.SH,2025-08-22,gaps up,skipped,pullback_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,27.0,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,27.0,27.17,28.38,27.65,27.39,28.99,16643899.0,10367170.0,0.40624999999999967,False,True,False,0.21999999999999886,,,
603966.SH,2025-08-22,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,11.69,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,11.69,11.88,12.2,12.17,11.91,12.49,43429840.0,48788634.0,0.8275862068965524,False,True,False,0.02999999999999936,,,
605028.SH,2025-08-22,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,27.08,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-08-25,2025-08-25 14:30:00,27.08,26.86,29.55,29.55,29.55,29.55,1451374.0,26651661.0,2470000.0000000023,False,False,False,2.6900000000000013,,,
605255.SH,2025-08-22,gaps up,error,Missing daily row for 2025-08-21.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing daily row for 2025-08-21.
605303.SH,2025-08-22,gaps up,traded,completed,2025-08-25,2025-08-25 14:30:00,22.04,20.938,1.1020000000000003,2025-08-26,2025-08-26 09:31:00,22.04,trailing_stop,2.0,0.0,0.0,0.0,1.4156079854809454,-0.03629764065335675,22.04,True,eligible,2025-08-25,2025-08-25 14:30:00,22.04,18.22,20.04,20.04,20.04,20.04,2437999.0,1487465.0,0.0,False,True,True,1.8200000000000003,20.938,1.1020000000000003,
000070.SZ,2025-08-25,gaps up,skipped,volume_rule,2025-08-26,2025-08-26 14:30:00,11.56,,,,,,,,,,,,,,False,volume_rule,2025-08-26,2025-08-26 14:30:00,11.56,9.58,9.91,10.51,9.91,10.51,76602403.0,196713941.0,0.0,True,True,True,0.33000000000000007,,,
000157.SZ,2025-08-25,gaps up,skipped,pullback_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,7.48,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,7.48,7.54,7.56,7.66,7.56,7.66,108062134.0,52687175.0,1.7999999999999876,False,True,False,0.019999999999999574,,,
000426.SZ,2025-08-25,gaps up,skipped,volume_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,21.01,,,,,,,,,,,,,,False,volume_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,21.01,20.15,20.55,20.56,20.17,20.95,64745425.0,73259808.0,0.0,False,True,False,0.020000000000003126,,,
000586.SZ,2025-08-25,gaps up,skipped,reversal_rule,2025-08-26,2025-08-26 14:30:00,12.9,,,,,,,,,,,,,,False,reversal_rule,2025-08-26,2025-08-26 14:30:00,12.9,12.6,12.8,12.86,12.64,13.01,13684150.0,8066790.0,0.0,False,False,True,0.040000000000000924,,,
000630.SZ,2025-08-25,gaps up,traded,completed,2025-08-26,2025-08-26 14:30:00,4.42,4.199,0.22100000000000009,2025-08-28,2025-08-28 13:23:00,4.199,trailing_stop,3.0,-0.22100000000000009,-0.05000000000000002,-1.0,0.2714932126696854,-1.04072398190045,4.199,True,eligible,2025-08-26,2025-08-26 14:30:00,4.42,4.19,4.28,4.41,4.26,4.46,512480567.0,292576600.0,0.0,False,True,True,0.0699999999999994,4.199,0.22100000000000009,
000779.SZ,2025-08-25,gaps up,traded,completed,2025-08-26,2025-08-26 14:30:00,9.69,9.504,0.18599999999999994,2025-08-28,2025-08-28 10:20:00,9.504,trailing_stop,3.0,-0.18599999999999994,-0.01919504643962848,-1.0,0.9139784946236558,-1.0215053763440836,9.504,True,eligible,2025-08-26,2025-08-26 14:30:00,9.69,9.6,9.62,9.7,9.61,9.7,11607955.0,7665500.0,0.12499999999999722,False,True,True,0.009999999999999787,9.504,0.18599999999999994,
000791.SZ,2025-08-25,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,6.59,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,6.59,6.57,6.6,6.62,6.58,6.69,27691920.0,18183649.0,1.4999999999999778,False,False,False,0.009999999999999787,,,
000837.SZ,2025-08-25,gaps up,skipped,pullback_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,13.19,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,13.19,13.07,13.13,13.31,13.11,13.5,50175987.0,22554465.0,0.6666666666666733,False,False,True,0.03999999999999915,,,
000933.SZ,2025-08-25,gaps up,skipped,reversal_rule,2025-08-26,2025-08-26 14:30:00,19.61,,,,,,,,,,,,,,False,reversal_rule,2025-08-26,2025-08-26 14:30:00,19.61,19.02,19.1,19.57,19.1,19.66,51106793.0,25579040.0,0.0,False,False,True,0.08000000000000185,,,
000960.SZ,2025-08-25,gaps up,skipped,reversal_rule,2025-08-26,2025-08-26 14:30:00,20.42,,,,,,,,,,,,,,False,reversal_rule,2025-08-26,2025-08-26 14:30:00,20.42,19.79,20.13,20.51,20.0,20.87,49867713.0,28247210.0,0.23684210526315594,False,False,True,0.21000000000000085,,,
