ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_day_volume,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r,entry_exception
600362.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,28.79,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,28.79,26.22,26.49,27.9,26.44,28.41,82017620.0,90036582.0,0.0,False,True,True,0.22000000000000242,,,
600435.SH,2025-08-29,gaps up,skipped,pullback_rule,2025-09-01,2025-09-01 14:30:00,16.91,,,,,,,,,,,,,,False,pullback_rule,2025-09-01,2025-09-01 14:30:00,16.91,16.4,16.49,17.35,16.41,17.39,140565369.0,82132423.0,0.5116279069767439,True,True,True,0.010000000000001563,,,
600489.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,17.57,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,17.57,15.45,15.75,15.97,15.61,16.03,181801633.0,212588338.0,0.0,False,True,True,0.16000000000000014,,,
600651.SH,2025-08-29,gaps up,traded,completed,2025-09-01,2025-09-01 14:30:00,8.13,7.7235000000000005,0.4065000000000003,2025-09-02,2025-09-02 10:35:00,7.7235000000000005,trailing_stop,2.0,-0.4065000000000003,-0.05000000000000003,-1.0,0.1476014760147569,-1.008610086100863,7.7235000000000005,True,eligible,2025-09-01,2025-09-01 14:30:00,8.13,7.62,8.0,7.93,7.84,8.31,177998062.0,104098321.0,0.0,False,True,True,0.21999999999999975,7.7235000000000005,0.4065000000000003,
600711.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,9.2,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,9.2,8.01,8.24,8.66,8.18,8.66,326871720.0,303816782.0,0.0,False,True,True,0.16999999999999993,,,
600928.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,4.21,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,4.21,3.81,3.88,4.18,3.88,4.18,151218610.0,176828096.0,0.0,False,True,True,0.06999999999999984,,,
601319.SH,2025-08-29,gaps up,skipped,pullback_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,8.69,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,8.69,8.73,8.75,8.98,8.75,9.27,159769247.0,89172455.0,1.260869565217393,False,True,False,0.019999999999999574,,,
601336.SH,2025-08-29,gaps up,skipped,pullback_rule,2025-09-01,2025-09-01 14:30:00,65.28,,,,,,,,,,,,,,False,pullback_rule,2025-09-01,2025-09-01 14:30:00,65.28,64.71,66.96,68.24,66.96,71.16,58046379.0,28544106.0,2.312499999999993,True,True,True,2.25,,,
601601.SH,2025-08-29,gaps up,skipped,gap_fill_rule,2025-09-01,2025-09-01 14:30:00,39.88,,,,,,,,,,,,,,False,gap_fill_rule,2025-09-01,2025-09-01 14:30:00,39.88,40.0,40.65,40.31,40.28,42.23,51106122.0,32390888.0,0.22051282051282084,False,True,False,0.28000000000000114,,,
601717.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,21.94,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,21.94,18.86,19.5,20.45,19.5,20.45,55729983.0,87941068.0,0.0,False,True,True,0.6400000000000006,,,
601869.SH,2025-08-29,gaps up,skipped,volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,90.93,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,90.93,82.95,91.25,91.25,88.01,91.25,18848268.0,33118846.0,0.09876543209876348,False,False,True,5.060000000000002,,,
601991.SH,2025-08-29,gaps up,skipped,gap_fill_rule,2025-09-01,2025-09-01 14:30:00,3.54,,,,,,,,,,,,,,False,gap_fill_rule,2025-09-01,2025-09-01 14:30:00,3.54,3.42,3.47,3.49,3.46,3.6,327404619.0,238618675.0,0.0,False,True,False,0.040000000000000036,,,
603020.SH,2025-08-29,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,10.33,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,10.33,9.88,10.1,10.87,9.9,10.87,40273454.0,46611419.0,0.7012987012987005,False,False,True,0.019999999999999574,,,
603068.SH,2025-08-29,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,46.2,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,46.2,46.71,51.38,47.93,47.51,51.38,38429183.0,21062845.0,0.4470284237726085,False,False,False,0.7999999999999972,,,
603087.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,77.75,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,77.75,71.69,71.7,72.93,71.7,74.24,17336507.0,24704471.0,0.0,True,False,True,0.010000000000005116,,,
603177.SH,2025-08-29,gaps up,traded,completed,2025-09-01,2025-09-01 14:30:00,15.95,15.152499999999998,0.7975000000000012,2025-09-02,2025-09-02 09:34:00,16.747500000000002,trailing_stop,2.0,0.797500000000003,0.05000000000000019,1.0000000000000022,2.006269592476488,-1.7429467084639456,16.747500000000002,True,eligible,2025-09-01,2025-09-01 14:30:00,15.95,13.18,14.5,14.5,14.5,14.5,6566094.0,5086593.0,0.0,False,True,True,1.3200000000000003,15.152499999999998,0.7975000000000012,
603217.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,20.7,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,20.7,19.13,19.19,19.97,19.14,20.36,7923900.0,6536744.0,0.0,True,True,True,0.010000000000001563,,,
603269.SH,2025-08-29,gaps up,skipped,pullback_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,11.63,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,11.63,11.52,11.75,12.01,11.56,12.19,22313098.0,15699198.0,1.461538461538459,False,False,True,0.040000000000000924,,,
603610.SH,2025-08-29,gaps up,skipped,pullback_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,16.14,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,16.14,15.6,16.35,16.51,16.06,17.16,52431948.0,23819786.0,2.312500000000004,False,False,True,0.4599999999999991,,,
603948.SH,2025-08-29,gaps up,traded,completed,2025-09-01,2025-09-01 14:30:00,32.09,30.485500000000002,1.6045000000000016,2025-09-02,2025-09-02 09:35:00,33.694500000000005,trailing_stop,2.0,1.6045000000000016,0.050000000000000044,1.0,2.0006232471174763,0.0,33.694500000000005,True,eligible,2025-09-01,2025-09-01 14:30:00,32.09,26.52,29.17,29.17,29.17,29.17,4922050.0,2557000.0,0.0,False,True,True,2.650000000000002,30.485500000000002,1.6045000000000016,
603966.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,11.66,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,11.66,11.28,11.33,11.48,11.33,11.54,19180952.0,18244192.0,0.0,True,True,True,0.05000000000000071,,,
605006.SH,2025-08-29,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,8.17,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-01,2025-09-01 14:30:00,8.17,8.3,8.5,8.41,8.35,8.85,36042900.0,19932380.0,0.4800000000000004,False,False,False,0.049999999999998934,,,
605255.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,51.87,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,51.87,42.9,47.19,47.19,47.19,47.19,112281.0,127791.0,0.0,False,True,True,4.289999999999999,,,
605288.SH,2025-08-29,gaps up,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,86.8,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,86.8,72.6,74.0,78.91,74.0,78.91,2983530.0,4276580.0,0.0,False,True,True,1.4000000000000057,,,
000426.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,22.98,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,22.98,21.44,22.4,23.09,21.66,23.35,103295782.0,88806129.0,0.15942028985507134,False,False,True,0.21999999999999886,,,
000603.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,20.19,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,20.19,17.78,19.0,19.15,18.18,19.15,30492783.0,81379121.0,0.0,False,False,True,0.3999999999999986,,,
000988.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,73.66,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,73.66,69.6,74.5,75.26,72.8,75.26,118784407.0,167582778.0,2.105263157894734,False,False,True,3.200000000000003,,,
001337.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,25.95,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,25.95,24.19,24.6,25.9,24.4,26.17,37801943.0,35625386.0,0.0,False,False,True,0.2099999999999973,,,
002028.SZ,2025-09-01,gaps up,skipped,pullback_rule,2025-09-02,2025-09-02 14:30:00,90.97,,,,,,,,,,,,,,False,pullback_rule,2025-09-02,2025-09-02 14:30:00,90.97,87.61,89.02,96.36,89.02,96.36,15264534.0,11910007.0,0.7343324250681196,True,True,True,1.4099999999999966,,,
002074.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,39.6,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,39.6,36.47,38.49,40.12,38.3,40.12,161297749.0,241630516.0,0.3190184049079739,False,False,True,1.8299999999999983,,,
002237.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,13.15,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,13.15,12.77,12.87,13.35,12.8,13.43,54546832.0,42076140.0,0.4166666666666648,False,False,True,0.030000000000001137,,,
002266.SZ,2025-09-01,gaps up,skipped,reversal_rule,2025-09-02,2025-09-02 14:30:00,3.85,,,,,,,,,,,,,,False,reversal_rule,2025-09-02,2025-09-02 14:30:00,3.85,3.61,3.63,3.93,3.62,3.93,314416018.0,236772667.0,0.26666666666666666,False,False,True,0.010000000000000231,,,
002281.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,66.77,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,66.77,70.28,72.05,74.19,70.72,75.58,77988287.0,86979783.0,3.467289719626168,False,False,False,0.4399999999999977,,,
002315.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,49.25,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,49.25,51.28,52.5,52.66,51.51,54.5,12252368.0,8878063.0,21.312500000000433,False,False,False,0.22999999999999687,,,
002484.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,32.98,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,32.98,33.31,35.36,36.64,35.36,36.64,55344532.0,126419502.0,2.8593750000000004,False,True,False,2.049999999999997,,,
002763.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,6.87,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,6.87,6.99,7.04,7.14,7.01,7.25,13196240.0,8076697.0,2.7000000000000055,False,False,False,0.019999999999999574,,,
002989.SZ,2025-09-01,gaps up,skipped,reversal_rule,2025-09-02,2025-09-02 14:30:00,35.33,,,,,,,,,,,,,,False,reversal_rule,2025-09-02,2025-09-02 14:30:00,35.33,33.22,33.3,35.0,33.26,36.0,17270682.0,10670343.0,0.0,False,False,True,0.03999999999999915,,,
300139.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,22.66,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,22.66,19.94,20.5,22.38,20.11,23.5,97026275.0,97325337.0,0.0,False,False,True,0.16999999999999815,,,
300213.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,11.45,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,11.45,11.16,11.3,11.88,11.2,12.2,79561500.0,42972818.0,0.7413793103448301,False,False,True,0.03999999999999915,,,
300249.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,17.62,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,17.62,18.91,19.25,19.46,19.1,21.2,98369608.0,69308079.0,8.761904761904725,False,False,False,0.19000000000000128,,,
300324.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,7.72,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,7.72,6.75,7.59,7.72,7.17,7.72,440313601.0,617090679.0,0.0,False,False,True,0.41999999999999993,,,
300353.SZ,2025-09-01,gaps up,skipped,reversal_rule,2025-09-02,2025-09-02 14:30:00,25.47,,,,,,,,,,,,,,False,reversal_rule,2025-09-02,2025-09-02 14:30:00,25.47,23.27,23.67,25.75,23.58,26.58,111604413.0,68873964.0,0.13461538461538528,False,False,True,0.3099999999999987,,,
300450.SZ,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.01,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.01,35.51,38.54,40.7,38.5,41.98,226978373.0,200288189.0,0.0,False,False,True,2.990000000000002,,,
300458.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,48.13,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,48.13,47.59,52.0,52.5,51.0,55.9,128037751.0,98600747.0,8.739999999999995,False,False,True,3.4099999999999966,,,
300468.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,43.33,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,43.33,46.65,47.15,47.83,46.8,48.51,89891535.0,84118182.0,6.6176470588235325,False,False,False,0.14999999999999858,,,
300475.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.64,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,43.64,42.46,44.01,46.9,43.67,47.86,50172129.0,31878733.0,1.1280276816608987,False,False,True,1.2100000000000009,,,
300593.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,18.5,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,18.5,20.2,21.46,21.57,21.01,22.72,67539195.0,60855324.0,27.909090909091056,False,False,False,0.8100000000000023,,,
300682.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,24.19,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,24.19,25.33,25.72,26.3,25.46,26.96,44310700.0,39254485.0,3.637931034482746,False,False,False,0.13000000000000256,,,
300731.SZ,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,48.6,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,48.6,50.5,50.8,56.42,50.69,58.5,33301077.0,23111169.0,1.391459074733095,False,False,False,0.18999999999999773,,,
300950.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,33.85,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,33.85,31.2,33.76,35.94,33.57,35.94,20010300.0,23214767.0,0.9587155963302737,True,False,True,2.370000000000001,,,
301031.SZ,2025-09-01,gaps up,skipped,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,102.37,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-02,2025-09-02 14:30:00,102.37,93.69,108.0,111.72,104.22,111.72,5927613.0,11314200.0,2.513440860215053,False,True,True,10.530000000000001,,,
301193.SZ,2025-09-01,gaps up,skipped,volume_rule,2025-09-02,2025-09-02 14:30:00,24.76,,,,,,,,,,,,,,False,volume_rule,2025-09-02,2025-09-02 14:30:00,24.76,20.75,20.95,24.48,20.95,24.48,11792413.0,20316902.0,0.0,False,True,True,0.1999999999999993,,,
600063.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,5.03,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,5.03,5.19,5.27,5.4,5.27,5.59,96823210.0,67574666.0,2.84615384615383,False,False,False,0.07999999999999918,,,
600089.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.32,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.32,14.3,14.53,14.72,14.52,14.81,173903401.0,119330408.0,2.1052631578947247,False,False,False,0.21999999999999886,,,
600226.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,3.7,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,3.7,3.69,3.99,3.83,3.74,3.99,242613841.0,198956463.0,0.5199999999999996,False,False,False,0.050000000000000266,,,
600319.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,8.28,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,8.28,8.48,9.0,8.8,8.5,9.33,42108770.0,26314367.0,0.6265060240963871,False,False,False,0.019999999999999574,,,
600353.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.06,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.06,18.0,19.0,19.68,18.7,19.68,64370908.0,116357869.0,0.9117647058823548,False,False,True,0.6999999999999993,,,
600489.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,17.72,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,17.72,16.03,16.4,17.57,16.28,17.57,229024360.0,207415863.0,0.0,False,False,True,0.25,,,
600673.SH,2025-09-01,gaps up,skipped,reversal_rule,2025-09-02,2025-09-02 14:30:00,24.19,,,,,,,,,,,,,,False,reversal_rule,2025-09-02,2025-09-02 14:30:00,24.19,22.47,22.88,24.19,22.8,24.72,149080188.0,99875748.0,0.0,False,False,True,0.33000000000000185,,,
600711.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,8.87,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,8.87,8.66,8.95,9.19,8.78,9.43,337465916.0,196084831.0,1.3333333333333333,False,False,True,0.11999999999999922,,,
600797.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.21,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.21,11.48,11.83,11.97,11.83,12.35,261428832.0,179422817.0,5.428571428571405,False,False,False,0.34999999999999964,,,
600988.SH,2025-09-01,gaps up,skipped,reversal_rule,2025-09-02,2025-09-02 14:30:00,27.71,,,,,,,,,,,,,,False,reversal_rule,2025-09-02,2025-09-02 14:30:00,27.71,26.21,26.8,28.05,26.31,28.45,145639709.0,100342532.0,0.2719999999999999,False,False,True,0.09999999999999787,,,
601116.SH,2025-09-01,gaps up,skipped,volume_rule,2025-09-02,2025-09-02 14:30:00,12.18,,,,,,,,,,,,,,False,volume_rule,2025-09-02,2025-09-02 14:30:00,12.18,11.08,11.2,11.96,11.2,11.96,26100093.0,64348155.0,0.0,True,True,True,0.11999999999999922,,,
601696.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,15.91,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,15.91,16.15,16.65,16.82,16.36,17.22,215217810.0,140258710.0,5.3529411764705355,False,False,False,0.21000000000000085,,,
601929.SH,2025-09-01,gaps up,skipped,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,5.13,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,5.13,4.55,4.81,5.01,4.75,5.01,519916822.0,846173409.0,0.0,False,False,True,0.20000000000000018,,,
603115.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.78,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,19.78,19.64,19.91,21.43,19.78,21.43,7591272.0,14364774.0,1.085526315789473,False,False,True,0.14000000000000057,,,
603177.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.81,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,14.81,14.5,15.95,15.95,15.95,15.95,5126993.0,57246614.0,1139999.9999999988,False,False,False,1.4499999999999993,,,
603203.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.84,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.84,30.99,31.6,32.78,31.14,32.8,8309844.0,6327310.0,0.7966101694915267,False,False,False,0.15000000000000213,,,
603289.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,10.35,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,10.35,9.76,10.11,10.71,10.11,10.71,10443426.0,28995605.0,0.6000000000000006,False,False,True,0.34999999999999964,,,
603316.SH,2025-09-01,gaps up,skipped,pullback_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,9.5,,,,,,,,,,,,,,False,pullback_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,9.5,9.54,10.29,9.88,9.73,10.3,63476641.0,28464121.0,0.6666666666666677,False,True,False,0.19000000000000128,,,
603565.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,10.58,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,10.58,10.76,10.88,11.17,10.86,11.36,52746440.0,24603338.0,2.0344827586206953,False,False,False,0.09999999999999964,,,
603590.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,57.38,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-02,2025-09-02 14:30:00,57.38,56.17,59.0,61.79,58.42,61.79,7855358.0,10587335.0,1.5806451612903218,False,False,True,2.25,,,
603936.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.45,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,11.45,11.99,12.3,12.65,12.05,12.9,121606978.0,82969084.0,3.428571428571435,False,False,False,0.0600000000000005,,,
603948.SH,2025-09-01,gaps up,skipped,pullback_rule;volume_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,29.8,,,,,,,,,,,,,,False,pullback_rule;volume_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,29.8,29.17,32.09,32.09,32.09,32.09,2577100.0,26259591.0,2290000.000000003,True,True,False,2.9200000000000017,,,
603949.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,19.5,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,19.5,19.02,19.43,19.69,19.4,20.1,9395320.0,6318940.0,0.7307692307692313,False,False,False,0.379999999999999,,,
605118.SH,2025-09-01,gaps up,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.29,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-02,2025-09-02 14:30:00,31.29,31.24,31.49,33.59,31.44,34.08,15239173.0,7482052.0,1.0952380952380947,False,False,False,0.20000000000000284,,,
605133.SH,2025-09-01,gaps up,skipped,volume_rule,2025-09-02,2025-09-02 14:30:00,48.35,,,,,,,,,,,,,,False,volume_rule,2025-09-02,2025-09-02 14:30:00,48.35,41.23,42.2,43.95,41.98,44.58,17340247.0,16558401.0,0.0,False,True,True,0.75,,,
