total_candidates,successful_candidates,error_candidates,up_count,down_count,flat_count,up_total_change_amount,down_total_change_amount,net_total_change_amount,up_total_change_pct,down_total_change_pct,net_total_change_pct,up_avg_change_pct,down_avg_change_pct,overall_avg_change_pct
144,143,1,40,102,1,97.08,-229.29000000000002,-132.21,3.274033059374327,-10.389853088389211,-7.115820029014884,0.08185082648435818,-0.10186130478812952,-0.04976097922388031
