total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
144,136,8,2,4,2,0.25,0.1663372340749042,1.3306978725992336,0.008316861703745234,3.1821454283657253,-1.0,-0.31007751937984457,4.950852911358923,3.6201550387596892,1.3675803545295528,0.1663372340749042
