ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_day_volume,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r
600871.SH,2025-10-22,,skipped,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,2.48,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-23,2025-10-23 14:30:00,2.48,2.3,2.45,2.53,2.38,2.53,597894741.0,839345515.0,0.6250000000000007,False,True,True,0.08000000000000007,,
001228.SZ,2025-10-20,,skipped,volume_rule;reversal_rule,2025-10-21,2025-10-21 14:30:00,26.95,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-21,2025-10-21 14:30:00,26.95,23.89,24.16,26.18,24.02,26.18,7643289.0,10287905.0,0.0,False,False,True,0.129999999999999,,
601628.SH,2025-10-16,,skipped,pullback_rule;reversal_rule,2025-10-17,2025-10-17 14:30:00,40.99,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-17,2025-10-17 14:30:00,40.99,40.78,41.26,42.8,41.26,42.91,60087386.0,28562099.0,1.1753246753246729,False,False,True,0.4799999999999969,,
601611.SH,2025-10-10,,skipped,volume_rule;reversal_rule,2025-10-13,2025-10-13 14:30:00,10.71,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-13,2025-10-13 14:30:00,10.71,9.74,10.03,10.71,9.85,10.71,132190131.0,234370339.0,0.0,False,False,True,0.10999999999999943,,
300611.SZ,2025-10-09,,skipped,reversal_rule,2025-10-10,2025-10-10 14:30:00,31.0,,,,,,,,,,,,,,False,reversal_rule,2025-10-10,2025-10-10 14:30:00,31.0,26.35,26.62,30.8,26.5,31.5,47625053.0,30288068.0,0.0,False,False,True,0.14999999999999858,,
600483.SH,2025-10-09,,skipped,pullback_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,10.15,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,10.15,9.92,10.1,10.23,10.05,10.25,60420606.0,45617376.0,0.6153846153846122,False,False,True,0.13000000000000078,,
301167.SZ,2025-10-09,,skipped,pullback_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,16.39,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-10,2025-10-10 14:30:00,16.39,15.95,16.15,16.58,15.96,16.7,6502732.0,4429240.0,0.4418604651162741,False,False,True,0.010000000000001563,,
605376.SH,2025-09-30,,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-09,2025-10-09 14:30:00,62.94,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-10-09,2025-10-09 14:30:00,62.94,59.49,65.44,65.44,64.05,65.44,19137295.0,21408267.0,1.798561151079136,False,False,False,4.559999999999995,,
000923.SZ,2025-09-30,,skipped,volume_rule;reversal_rule,2025-10-09,2025-10-09 14:30:00,19.7,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-09,2025-10-09 14:30:00,19.7,16.31,16.38,17.91,16.38,17.91,49402179.0,49392089.0,0.0,False,False,True,0.07000000000000028,,
603026.SH,2025-09-30,,skipped,volume_rule,2025-10-09,2025-10-09 14:30:00,52.93,,,,,,,,,,,,,,False,volume_rule,2025-10-09,2025-10-09 14:30:00,52.93,47.09,48.0,51.8,47.97,51.8,19224067.0,24815440.0,0.0,False,True,True,0.8799999999999955,,
600769.SH,2025-09-26,,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-29,2025-09-29 14:30:00,13.08,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-29,2025-09-29 14:30:00,13.08,12.27,12.68,13.5,12.52,13.5,48054987.0,51390488.0,0.5121951219512193,False,False,True,0.25,,
301137.SZ,2025-09-25,,skipped,volume_rule;reversal_rule,2025-09-26,2025-09-26 14:30:00,36.21,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-26,2025-09-26 14:30:00,36.21,30.76,31.55,36.31,31.54,36.31,21190050.0,27531701.0,0.02100840336134483,False,False,True,0.7799999999999976,,
603993.SH,2025-09-25,,traded,completed,2025-09-26,2025-09-26 14:30:00,13.89,13.1955,0.6945000000000014,2025-10-16,2025-10-16 09:30:00,16.1,two_close_below_ma5,9.0,2.210000000000001,0.1591072714182866,3.1821454283657253,5.917926565874716,-0.24478041756659405,14.584500000000002,True,eligible,2025-09-26,2025-09-26 14:30:00,13.89,12.7,13.7,13.87,13.48,13.88,647552586.0,361801022.0,0.0,True,False,True,0.7800000000000011,13.1955,0.6945000000000014
300604.SZ,2025-09-24,,skipped,volume_rule;reversal_rule,2025-09-25,2025-09-25 14:30:00,94.43,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-25,2025-09-25 14:30:00,94.43,80.27,87.02,96.32,86.22,96.32,123924507.0,100385811.0,0.2032258064516115,False,False,True,5.950000000000003,,
300001.SZ,2025-09-23,,skipped,reversal_rule,2025-09-24,2025-09-24 14:30:00,28.35,,,,,,,,,,,,,,False,reversal_rule,2025-09-24,2025-09-24 14:30:00,28.35,24.3,25.28,27.95,25.21,28.93,130155673.0,80917526.0,0.0,False,False,True,0.9100000000000001,,
603061.SH,2025-09-23,,skipped,volume_rule;reversal_rule,2025-09-24,2025-09-24 14:30:00,126.31,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-24,2025-09-24 14:30:00,126.31,111.0,114.14,120.01,111.18,120.07,5627243.0,6333152.0,0.0,False,False,True,0.18000000000000682,,
300250.SZ,2025-09-23,,skipped,volume_rule;reversal_rule,2025-09-24,2025-09-24 14:30:00,27.0,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-24,2025-09-24 14:30:00,27.0,21.91,24.1,26.29,23.37,26.29,85744088.0,72851519.0,0.0,False,False,True,1.4600000000000009,,
600797.SH,2025-09-23,,skipped,reversal_rule;gap_fill_rule,2025-09-24,2025-09-24 14:30:00,12.23,,,,,,,,,,,,,,False,reversal_rule;gap_fill_rule,2025-09-24,2025-09-24 14:30:00,12.23,11.59,11.8,12.07,11.6,12.26,298649284.0,216380689.0,0.0,False,False,False,0.009999999999999787,,
002246.SZ,2025-09-22,,traded,completed,2025-09-23,2025-09-23 14:30:00,19.11,18.1545,0.9555000000000007,2025-10-16,2025-10-16 09:30:00,20.8,two_close_below_ma5,12.0,1.6900000000000013,0.08843537414965993,1.7687074829931972,3.976975405546832,-0.36630036630036383,20.0655,True,eligible,2025-09-23,2025-09-23 14:30:00,19.11,17.17,17.28,18.77,17.19,18.84,82620696.0,59832265.0,0.0,True,False,True,0.019999999999999574,18.1545,0.9555000000000007
600857.SH,2025-09-22,,skipped,volume_rule,2025-09-23,2025-09-23 14:30:00,15.13,,,,,,,,,,,,,,False,volume_rule,2025-09-23,2025-09-23 14:30:00,15.13,13.43,13.55,14.74,13.44,14.74,11257308.0,17396680.0,0.0,True,False,True,0.009999999999999787,,
600706.SH,2025-09-19,,skipped,volume_rule;reversal_rule,2025-09-22,2025-09-22 14:30:00,12.9,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-22,2025-09-22 14:30:00,12.9,11.87,12.1,13.06,12.1,13.06,68592734.0,72809243.0,0.16666666666666666,False,False,True,0.23000000000000043,,
000559.SZ,2025-09-18,,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-19,2025-09-19 14:30:00,10.37,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-19,2025-09-19 14:30:00,10.37,10.47,11.09,11.52,10.82,11.52,440273269.0,287544201.0,2.6744186046511653,False,False,False,0.34999999999999964,,
301013.SZ,2025-09-18,,skipped,pullback_rule;volume_rule,2025-09-19,2025-09-19 14:30:00,26.96,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-19,2025-09-19 14:30:00,26.96,24.36,26.79,29.23,26.79,29.23,90831265.0,75084950.0,0.9303278688524583,True,False,True,2.4299999999999997,,
603988.SH,2025-09-18,,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-19,2025-09-19 14:30:00,31.03,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-19,2025-09-19 14:30:00,31.03,28.96,30.29,31.86,29.8,31.86,30317924.0,37692096.0,0.5286624203821644,False,False,True,0.8399999999999999,,
002562.SZ,2025-09-17,,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-18,2025-09-18 14:30:00,7.11,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-18,2025-09-18 14:30:00,7.11,6.6,7.24,7.25,7.04,7.25,116548706.0,224766356.0,14.000000000000266,False,False,True,0.4400000000000004,,
300013.SZ,2025-09-16,,skipped,volume_rule,2025-09-17,2025-09-17 14:30:00,4.78,,,,,,,,,,,,,,False,volume_rule,2025-09-17,2025-09-17 14:30:00,4.78,3.99,4.09,4.75,4.09,4.75,107661086.0,146581124.0,0.0,False,True,True,0.09999999999999964,,
603266.SH,2025-09-16,,skipped,volume_rule,2025-09-17,2025-09-17 14:30:00,26.21,,,,,,,,,,,,,,False,volume_rule,2025-09-17,2025-09-17 14:30:00,26.21,23.67,24.65,26.04,24.24,26.04,29370822.0,31670606.0,0.0,True,False,True,0.5699999999999967,,
002183.SZ,2025-09-16,,skipped,pullback_rule;volume_rule,2025-09-17,2025-09-17 14:30:00,5.77,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-09-17,2025-09-17 14:30:00,5.77,5.49,5.9,6.04,5.6,6.04,340594787.0,410544185.0,1.9285714285714364,False,True,True,0.10999999999999943,,
603655.SH,2025-09-16,,skipped,reversal_rule,2025-09-17,2025-09-17 14:30:00,46.56,,,,,,,,,,,,,,False,reversal_rule,2025-09-17,2025-09-17 14:30:00,46.56,42.16,42.38,46.38,42.33,46.38,6713357.0,5245666.0,0.0,False,False,True,0.1700000000000017,,
002471.SZ,2025-09-15,,skipped,volume_rule,2025-09-16,2025-09-16 14:30:00,5.44,,,,,,,,,,,,,,False,volume_rule,2025-09-16,2025-09-16 14:30:00,5.44,4.73,4.88,5.16,4.8,5.16,239234515.0,393714257.0,0.0,False,True,True,0.0699999999999994,,
300813.SZ,2025-09-15,,skipped,reversal_rule,2025-09-16,2025-09-16 14:30:00,39.36,,,,,,,,,,,,,,False,reversal_rule,2025-09-16,2025-09-16 14:30:00,39.36,34.49,35.0,39.19,35.0,40.68,10582839.0,7600635.0,0.0,False,False,True,0.509999999999998,,
002703.SZ,2025-09-15,,skipped,volume_rule;reversal_rule,2025-09-16,2025-09-16 14:30:00,13.67,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-16,2025-09-16 14:30:00,13.67,12.45,12.88,13.51,12.7,13.51,40870530.0,100102988.0,0.0,False,False,True,0.25,,
300697.SZ,2025-09-12,,skipped,reversal_rule,2025-09-15,2025-09-15 14:30:00,17.63,,,,,,,,,,,,,,False,reversal_rule,2025-09-15,2025-09-15 14:30:00,17.63,15.15,15.41,18.18,15.4,18.18,81748280.0,55365018.0,0.19855595667870066,False,False,True,0.25,,
002772.SZ,2025-09-12,,skipped,volume_rule,2025-09-15,2025-09-15 14:30:00,10.02,,,,,,,,,,,,,,False,volume_rule,2025-09-15,2025-09-15 14:30:00,10.02,9.17,9.33,10.09,9.3,10.09,71842182.0,73095322.0,0.09210526315789513,False,True,True,0.13000000000000078,,
301308.SZ,2025-09-12,,skipped,reversal_rule,2025-09-15,2025-09-15 14:30:00,111.24,,,,,,,,,,,,,,False,reversal_rule,2025-09-15,2025-09-15 14:30:00,111.24,97.8,101.0,110.98,100.03,115.1,32197345.0,24516324.0,0.0,False,False,True,2.230000000000004,,
600846.SH,2025-09-12,,skipped,reversal_rule,2025-09-15,2025-09-15 14:30:00,13.37,,,,,,,,,,,,,,False,reversal_rule,2025-09-15,2025-09-15 14:30:00,13.37,12.13,12.2,13.1,12.2,13.34,60103950.0,38303543.0,0.0,False,False,True,0.06999999999999851,,
001202.SZ,2025-09-12,,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-15,2025-09-15 14:30:00,16.66,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-09-15,2025-09-15 14:30:00,16.66,16.72,16.73,18.39,16.73,18.39,17494444.0,25791567.0,1.0421686746987953,False,False,False,0.010000000000001563,,
000878.SZ,2025-09-12,,skipped,reversal_rule,2025-09-15,2025-09-15 14:30:00,16.41,,,,,,,,,,,,,,False,reversal_rule,2025-09-15,2025-09-15 14:30:00,16.41,15.4,15.69,16.69,15.67,16.89,223792488.0,125320157.0,0.28000000000000064,False,False,True,0.2699999999999996,,
002968.SZ,2025-09-12,,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-09-15,2025-09-15 14:30:00,,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-09-15,2025-09-15 14:30:00,,11.89,12.1,13.08,11.91,13.08,17382579.0,0.0,,False,False,False,0.019999999999999574,,
002975.SZ,2025-09-03,,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,61.44,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,61.44,58.08,63.89,63.89,59.93,63.89,25312584.0,26731074.0,0.6186868686868693,False,False,True,1.8500000000000014,,
300092.SZ,2025-09-03,,skipped,pullback_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,18.13,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-09-04,2025-09-04 14:30:00,18.13,16.34,16.65,19.61,16.64,19.61,94999272.0,63460113.0,0.5,False,False,True,0.3000000000000007,,
002266.SZ,2025-09-01,,skipped,reversal_rule,2025-09-02,2025-09-02 14:30:00,3.85,,,,,,,,,,,,,,False,reversal_rule,2025-09-02,2025-09-02 14:30:00,3.85,3.61,3.63,3.93,3.62,3.93,314416018.0,236772667.0,0.26666666666666666,False,False,True,0.010000000000000231,,
002028.SZ,2025-09-01,,skipped,pullback_rule,2025-09-02,2025-09-02 14:30:00,90.97,,,,,,,,,,,,,,False,pullback_rule,2025-09-02,2025-09-02 14:30:00,90.97,87.61,89.02,96.36,89.02,96.36,15264534.0,11910007.0,0.7343324250681196,True,False,True,1.4099999999999966,,
600928.SH,2025-08-29,,skipped,volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,4.21,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,4.21,3.81,3.88,4.18,3.88,4.18,151218610.0,176828096.0,0.0,False,False,True,0.06999999999999984,,
603020.SH,2025-08-29,,skipped,pullback_rule;volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,10.33,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,10.33,9.88,10.1,10.87,9.9,10.87,40273454.0,46611419.0,0.7012987012987005,False,False,True,0.019999999999999574,,
301177.SZ,2025-08-29,,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,37.6,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,37.6,30.07,30.56,35.12,30.56,35.12,5509550.0,11176559.0,0.0,True,True,True,0.48999999999999844,,
002115.SZ,2025-08-29,,skipped,volume_rule,2025-09-01,2025-09-01 14:30:00,11.37,,,,,,,,,,,,,,False,volume_rule,2025-09-01,2025-09-01 14:30:00,11.37,9.52,10.12,10.47,9.95,10.47,342141384.0,384475441.0,0.0,False,True,True,0.4299999999999997,,
301257.SZ,2025-08-29,,skipped,volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,47.11,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-09-01,2025-09-01 14:30:00,47.11,37.44,40.62,43.54,40.44,43.54,6500477.0,11774619.0,0.0,False,False,True,3.0,,
300972.SZ,2025-08-29,,skipped,reversal_rule,2025-09-01,2025-09-01 14:30:00,201.86,,,,,,,,,,,,,,False,reversal_rule,2025-09-01,2025-09-01 14:30:00,201.86,177.1,181.0,211.8,181.0,211.8,8729302.0,5948316.0,0.32272727272727253,False,False,True,3.9000000000000057,,
601877.SH,2025-08-28,,skipped,pullback_rule;reversal_rule,2025-08-29,2025-08-29 14:30:00,27.36,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-29,2025-08-29 14:30:00,27.36,26.4,26.59,27.86,26.59,27.86,86565879.0,59626498.0,0.39370078740157494,False,False,True,0.19000000000000128,,
002950.SZ,2025-08-27,,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-28,2025-08-28 14:30:00,10.19,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-28,2025-08-28 14:30:00,10.19,9.87,10.25,10.74,10.25,10.74,43656823.0,45605109.0,1.1224489795918378,False,False,True,0.3800000000000008,,
600704.SH,2025-08-26,,skipped,pullback_rule;reversal_rule,2025-08-27,2025-08-27 14:30:00,6.04,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-27,2025-08-27 14:30:00,6.04,5.8,5.97,6.34,5.97,6.34,364030239.0,286164997.0,0.8108108108108101,False,False,True,0.16999999999999993,,
300971.SZ,2025-08-26,,skipped,volume_rule,2025-08-27,2025-08-27 14:30:00,26.99,,,,,,,,,,,,,,False,volume_rule,2025-08-27,2025-08-27 14:30:00,26.99,22.2,23.82,26.44,23.82,26.44,18486750.0,33500957.0,0.0,False,True,True,1.620000000000001,,
603987.SH,2025-08-26,,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-27,2025-08-27 14:30:00,9.35,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-27,2025-08-27 14:30:00,9.35,8.84,9.18,9.64,9.18,9.64,44327493.0,58625836.0,0.6304347826086965,False,False,True,0.33999999999999986,,
600262.SH,2025-08-26,,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-27,2025-08-27 14:30:00,24.03,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-27,2025-08-27 14:30:00,24.03,23.41,23.88,25.48,23.5,25.48,13342302.0,20086575.0,0.9062499999999988,False,False,True,0.08999999999999986,,
002091.SZ,2025-08-25,,skipped,volume_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,8.4,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-26,2025-08-26 14:30:00,8.4,7.62,8.21,8.36,8.2,8.36,76190774.0,138876088.0,0.0,False,False,True,0.5799999999999992,,
300715.SZ,2025-08-25,,skipped,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,11.55,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule;gap_fill_rule,2025-08-26,2025-08-26 14:30:00,11.55,11.53,11.67,12.41,11.61,12.7,14239014.0,14789181.0,1.162162162162161,False,False,False,0.08000000000000007,,
002571.SZ,2025-08-25,,skipped,reversal_rule,2025-08-26,2025-08-26 14:30:00,7.83,,,,,,,,,,,,,,False,reversal_rule,2025-08-26,2025-08-26 14:30:00,7.83,7.31,7.45,7.84,7.45,8.0,43192339.0,27242629.0,0.025641025641025116,False,False,True,0.14000000000000057,,
300947.SZ,2025-08-25,,skipped,pullback_rule,2025-08-26,2025-08-26 14:30:00,23.26,,,,,,,,,,,,,,False,pullback_rule,2025-08-26,2025-08-26 14:30:00,23.26,22.48,22.6,23.61,22.51,23.89,13210951.0,5727915.0,0.3465346534653451,True,False,True,0.030000000000001137,,
603227.SH,2025-08-22,,skipped,volume_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,10.09,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-08-25,2025-08-25 14:30:00,10.09,8.97,9.0,9.79,9.0,9.79,107056647.0,91785801.0,0.0,False,False,True,0.02999999999999936,,
002838.SZ,2025-08-22,,traded,completed,2025-08-25,2025-08-25 14:30:00,28.37,26.9515,1.4185000000000016,2025-08-28,2025-08-28 09:31:00,26.9515,trailing_stop,4.0,-1.4185000000000016,-0.05000000000000006,-1.0,0.4934790271413454,-1.0433556573845602,26.9515,True,eligible,2025-08-25,2025-08-25 14:30:00,28.37,26.02,27.5,28.62,26.2,28.62,32376473.0,22592458.0,0.2232142857142855,False,True,True,0.17999999999999972,26.9515,1.4185000000000016
300113.SZ,2025-08-22,,skipped,volume_rule,2025-08-25,2025-08-25 14:30:00,29.49,,,,,,,,,,,,,,False,volume_rule,2025-08-25,2025-08-25 14:30:00,29.49,23.03,23.53,27.24,23.33,27.24,86668158.0,105651430.0,0.0,False,True,True,0.29999999999999716,,
300845.SZ,2025-08-18,,skipped,reversal_rule,2025-08-19,2025-08-19 14:30:00,13.09,,,,,,,,,,,,,,False,reversal_rule,2025-08-19,2025-08-19 14:30:00,13.09,12.21,12.51,13.36,12.28,13.6,32867676.0,21172903.0,0.31764705882352906,False,False,True,0.06999999999999851,,
600581.SH,2025-08-12,,skipped,pullback_rule;volume_rule;reversal_rule,2025-08-13,2025-08-13 14:30:00,5.02,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-08-13,2025-08-13 14:30:00,5.02,4.66,4.94,5.13,4.67,5.13,265698587.0,324866195.0,0.5789473684210559,False,False,True,0.009999999999999787,,
600425.SH,2025-08-11,,skipped,pullback_rule;reversal_rule,2025-08-12,2025-08-12 14:30:00,4.65,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-08-12,2025-08-12 14:30:00,4.65,4.41,4.85,4.85,4.61,4.85,364589779.0,204451076.0,0.8333333333333327,False,False,True,0.20000000000000018,,
002142.SZ,2025-07-25,,skipped,reversal_rule,2025-07-28,2025-07-28 14:30:00,28.98,,,,,,,,,,,,,,False,reversal_rule,2025-07-28,2025-07-28 14:30:00,28.98,27.61,27.86,28.94,27.86,29.1,84287782.0,39658209.0,0.0,False,False,True,0.25,,
601021.SH,2025-07-23,,skipped,reversal_rule,2025-07-24,2025-07-24 14:30:00,56.07,,,,,,,,,,,,,,False,reversal_rule,2025-07-24,2025-07-24 14:30:00,56.07,54.58,54.97,56.45,54.96,57.0,9047089.0,2675536.0,0.2567567567567578,False,False,True,0.38000000000000256,,
000922.SZ,2025-07-22,,skipped,volume_rule;reversal_rule,2025-07-23,2025-07-23 14:30:00,12.97,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-07-23,2025-07-23 14:30:00,12.97,11.83,12.3,12.9,11.96,12.9,76104541.0,105237136.0,0.0,False,False,True,0.13000000000000078,,
300587.SZ,2025-06-09,,skipped,pullback_rule;reversal_rule,2025-06-10,2025-06-10 14:30:00,6.92,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-06-10,2025-06-10 14:30:00,6.92,6.32,6.61,7.19,6.51,7.35,138229838.0,76196025.0,0.4655172413793111,False,False,True,0.1899999999999995,,
002366.SZ,2025-05-29,,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-05-30,2025-05-30 14:30:00,7.42,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-05-30,2025-05-30 14:30:00,7.42,7.49,7.77,8.24,7.58,8.24,695364176.0,406475570.0,1.744680851063828,False,False,False,0.08999999999999986,,
000025.SZ,2025-04-18,,skipped,pullback_rule,2025-04-21,2025-04-21 14:30:00,20.4,,,,,,,,,,,,,,False,pullback_rule,2025-04-21,2025-04-21 14:30:00,20.4,19.26,20.18,21.19,20.04,21.19,78195072.0,58623770.0,0.7821782178217837,False,True,True,0.7799999999999976,,
