ts_code,detect_date,note,status,status_reason,buy_date,buy_time,buy_price,initial_stop_price,initial_r,exit_date,exit_time,exit_price,exit_reason,hold_days,pnl_amount,pnl_pct,pnl_r,max_favorable_excursion_r,max_adverse_excursion_r,peak_stop_price,entry_eligible,entry_reason,entry_buy_date,entry_buy_time,entry_buy_price,entry_detect_prev_high,entry_detect_day_open,entry_detect_day_close,entry_detect_day_low,entry_detect_day_high,entry_detect_day_volume,entry_day2_volume_1430,entry_pullback_ratio,entry_has_long_lower_shadow,entry_stabilized_after_1400,entry_gap_unfilled,entry_gap_size,entry_initial_stop_price,entry_initial_r
603190.SH,2025-10-31,,skipped,volume_rule;reversal_rule,2025-11-03,2025-11-03 14:30:00,25.51,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-11-03,2025-11-03 14:30:00,25.51,23.3,24.3,25.23,24.3,25.23,14269465.0,14580410.0,0.0,False,False,True,1.0,,
600295.SH,2025-10-30,,skipped,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,11.11,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-31,2025-10-31 14:30:00,11.11,10.39,10.6,11.36,10.6,11.36,23345532.0,25435420.0,0.3289473684210527,False,False,True,0.20999999999999908,,
603739.SH,2025-10-29,,skipped,volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,15.32,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-30,2025-10-30 14:30:00,15.32,14.2,14.89,15.51,14.61,15.51,9691280.0,21198760.0,0.30645161290322537,False,False,True,0.41000000000000014,,
600195.SH,2025-10-28,,skipped,pullback_rule,2025-10-29,2025-10-29 14:30:00,7.68,,,,,,,,,,,,,,False,pullback_rule,2025-10-29,2025-10-29 14:30:00,7.68,7.47,7.59,7.78,7.57,7.84,34672940.0,12445936.0,0.526315789473686,True,False,True,0.10000000000000053,,
301223.SZ,2025-10-28,,skipped,pullback_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,18.52,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-29,2025-10-29 14:30:00,18.52,18.32,18.5,18.83,18.42,18.86,4977972.0,3109248.0,0.9393939393939403,False,False,True,0.10000000000000142,,
301097.SZ,2025-10-27,,skipped,volume_rule,2025-10-28,2025-10-28 14:30:00,56.48,,,,,,,,,,,,,,False,volume_rule,2025-10-28,2025-10-28 14:30:00,56.48,47.0,49.37,55.75,49.0,55.75,6679806.0,6132857.0,0.0,False,True,True,2.0,,
301287.SZ,2025-10-27,,skipped,pullback_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,40.85,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,40.85,40.0,40.43,41.25,40.11,41.34,1891464.0,1050434.0,0.4878048780487786,False,False,True,0.10999999999999943,,
000543.SZ,2025-10-27,,skipped,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,8.64,,,,,,,,,,,,,,False,volume_rule;reversal_rule,2025-10-28,2025-10-28 14:30:00,8.64,7.89,8.2,8.65,8.17,8.65,102680440.0,153402824.0,0.022222222222221696,False,False,True,0.28000000000000025,,
002454.SZ,2025-10-24,,skipped,pullback_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,8.62,,,,,,,,,,,,,,False,pullback_rule;reversal_rule,2025-10-27,2025-10-27 14:30:00,8.62,8.5,8.74,8.95,8.66,9.05,25372027.0,12122632.0,1.5714285714285787,False,False,True,0.16000000000000014,,
603856.SH,2025-10-24,,skipped,reversal_rule,2025-10-27,2025-10-27 14:30:00,12.65,,,,,,,,,,,,,,False,reversal_rule,2025-10-27,2025-10-27 14:30:00,12.65,12.15,12.23,12.69,12.19,12.89,14086982.0,9020353.0,0.08695652173912875,False,False,True,0.03999999999999915,,
000852.SZ,2025-10-23,,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,8.41,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-24,2025-10-24 14:30:00,8.41,8.49,9.34,9.34,8.96,9.34,272022253.0,154220840.0,2.447368421052637,False,False,False,0.47000000000000064,,
002243.SZ,2025-10-23,,skipped,pullback_rule;volume_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.49,,,,,,,,,,,,,,False,pullback_rule;volume_rule;reversal_rule,2025-10-24,2025-10-24 14:30:00,9.49,9.18,9.93,9.93,9.58,9.93,98929579.0,81184744.0,1.257142857142857,False,False,True,0.40000000000000036,,
002337.SZ,2025-10-23,,skipped,pullback_rule;volume_rule,2025-10-24,2025-10-24 14:30:00,6.86,,,,,,,,,,,,,,False,pullback_rule;volume_rule,2025-10-24,2025-10-24 14:30:00,6.86,6.38,6.64,7.02,6.64,7.02,86434409.0,129477834.0,0.4210526315789455,False,True,True,0.2599999999999998,,
000637.SZ,2025-10-22,,skipped,pullback_rule;reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,4.68,,,,,,,,,,,,,,False,pullback_rule;reversal_rule;gap_fill_rule,2025-10-23,2025-10-23 14:30:00,4.68,4.73,5.17,5.2,4.77,5.2,124141310.0,67906578.0,17.333333333333204,False,False,False,0.03999999999999915,,
