total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,995,145,42,69,34,0.2896551724137931,-0.04578881453351687,-6.639378107359946,-0.0014373597014516108,9.054604726976363,-1.7900885622762392,0.0,56.503771701269976,63.14314980862992,0.8948519652965977,-0.04578881453351687
