total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,1013,127,38,60,29,0.2992125984251969,-0.00940935019747444,-1.194987475079254,0.0002813392578498024,9.054604726976363,-1.7900885622762392,0.0,52.22717595658912,53.42216343166838,0.9776312414489212,-0.00940935019747444
