total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,1118,22,9,9,4,0.4090909090909091,0.15744231502593756,3.4637309305706263,0.009482564941671748,3.1821454283657253,-1.0,0.0,12.30099508151402,8.837264150943394,1.3919460674037754,0.15744231502593756
