total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
144,126,18,5,9,4,0.2777777777777778,-0.004462398499285539,-0.0803231729871397,0.0005002260100447479,3.1821454283657253,-1.0,-0.09167303284950276,7.723177931471555,7.803501104458695,0.98970677752051,-0.004462398499285539
