total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,996,144,41,72,31,0.2847222222222222,-0.07654244947469319,-11.02211272435582,-0.003428345029669052,9.054604726976363,-1.7209863769615439,-0.023752969121140437,53.38456616823447,64.40667889259029,0.8288669294261054,-0.07654244947469319
