total_candidates,successful_candidates,error_candidates,up_count,down_count,flat_count,up_total_change_amount,down_total_change_amount,net_total_change_amount,up_total_change_pct,down_total_change_pct,net_total_change_pct,up_avg_change_pct,down_avg_change_pct,overall_avg_change_pct
1140,1136,4,446,686,4,819.56,-1247.2000000000003,-427.6400000000001,26.97591773885734,-42.497361691719064,-15.521443952861723,0.06048412049071153,-0.061949506839240616,-0.013663242916251516
