ts_code,detect_date,target_date,window_trading_days,status,direction,detect_close,target_close,change_amount,change_pct,error_message
002527.SZ,2025-08-25,2025-08-29,5,ok,down,17.73,16.57,-1.1600000000000001,-0.06542583192329386,
002571.SZ,2025-08-25,2025-08-29,5,ok,down,7.84,7.58,-0.2599999999999998,-0.03316326530612242,
002580.SZ,2025-08-25,2025-08-29,5,ok,down,14.77,14.52,-0.25,-0.016926201760324982,
002611.SZ,2025-08-25,2025-08-29,5,ok,down,20.22,18.8,-1.4199999999999982,-0.0702274975272007,
002706.SZ,2025-08-25,2025-08-29,5,ok,down,12.45,11.52,-0.9299999999999997,-0.07469879518072288,
002716.SZ,2025-08-25,2025-08-29,5,ok,up,5.39,5.51,0.1200000000000001,0.022263450834879427,
002767.SZ,2025-08-25,2025-08-29,5,ok,down,21.52,20.38,-1.1400000000000006,-0.05297397769516731,
002821.SZ,2025-08-25,2025-08-29,5,ok,down,110.59,106.92,-3.6700000000000017,-0.03318564065467042,
003015.SZ,2025-08-25,2025-08-29,5,ok,up,18.79,19.8,1.0100000000000016,0.053751995742416264,
300003.SZ,2025-08-25,2025-08-29,5,ok,down,20.62,19.01,-1.6099999999999994,-0.07807953443258969,
300066.SZ,2025-08-25,2025-08-29,5,ok,down,8.8,8.03,-0.7700000000000014,-0.08750000000000015,
300083.SZ,2025-08-25,2025-08-29,5,ok,down,10.5,10.38,-0.11999999999999922,-0.011428571428571354,
300233.SZ,2025-08-25,2025-08-29,5,ok,down,19.61,19.15,-0.46000000000000085,-0.023457419683834822,
300265.SZ,2025-08-25,2025-08-29,5,ok,down,10.84,10.01,-0.8300000000000001,-0.07656826568265683,
300329.SZ,2025-08-25,2025-08-29,5,ok,down,13.3,13.0,-0.3000000000000007,-0.02255639097744366,
300353.SZ,2025-08-25,2025-08-29,5,ok,down,25.2,22.95,-2.25,-0.08928571428571429,
300416.SZ,2025-08-25,2025-08-29,5,ok,down,19.14,18.76,-0.379999999999999,-0.01985370950888187,
300420.SZ,2025-08-25,2025-08-29,5,ok,down,4.46,4.28,-0.17999999999999972,-0.04035874439461877,
300687.SZ,2025-08-25,2025-08-29,5,ok,down,31.38,29.64,-1.7399999999999984,-0.055449330783938766,
300697.SZ,2025-08-25,2025-08-29,5,ok,down,16.26,15.26,-1.0000000000000018,-0.061500615006150165,
300715.SZ,2025-08-25,2025-08-29,5,ok,down,12.41,10.56,-1.8499999999999996,-0.14907332796132147,
300738.SZ,2025-08-25,2025-08-29,5,ok,flat,23.51,23.51,0.0,0.0,
300753.SZ,2025-08-25,2025-08-29,5,ok,down,36.29,32.91,-3.3800000000000026,-0.09313860567649497,
300857.SZ,2025-08-25,2025-08-29,5,ok,down,107.4,100.16,-7.240000000000009,-0.06741154562383621,
300863.SZ,2025-08-25,2025-08-29,5,ok,down,40.16,39.17,-0.9899999999999949,-0.02465139442231063,
300947.SZ,2025-08-25,2025-08-29,5,ok,down,23.61,21.33,-2.280000000000001,-0.09656925031766206,
300953.SZ,2025-08-25,2025-08-29,5,ok,up,132.17,141.2,9.030000000000001,0.06832110161156088,
301082.SZ,2025-08-25,2025-08-29,5,ok,down,19.2,18.86,-0.33999999999999986,-0.017708333333333326,
301322.SZ,2025-08-25,2025-08-29,5,ok,down,36.31,32.71,-3.6000000000000014,-0.09914624070503997,
301377.SZ,2025-08-25,2025-08-29,5,ok,up,73.3,75.4,2.1000000000000085,0.02864938608458402,
301396.SZ,2025-08-25,2025-08-29,5,ok,up,73.93,79.77,5.839999999999989,0.07899364263492478,
600058.SH,2025-08-25,2025-08-29,5,ok,up,9.8,10.09,0.28999999999999915,0.02959183673469379,
600095.SH,2025-08-25,2025-08-29,5,ok,up,12.78,12.84,0.0600000000000005,0.004694835680751213,
600105.SH,2025-08-25,2025-08-29,5,ok,up,10.08,11.13,1.0500000000000007,0.10416666666666674,
600111.SH,2025-08-25,2025-08-29,5,ok,up,52.69,56.81,4.1200000000000045,0.07819320554184864,
600120.SH,2025-08-25,2025-08-29,5,ok,down,6.78,6.44,-0.33999999999999986,-0.05014749262536871,
600490.SH,2025-08-25,2025-08-29,5,ok,down,5.89,5.85,-0.040000000000000036,-0.006791171477079802,
600531.SH,2025-08-25,2025-08-29,5,ok,up,8.97,9.01,0.03999999999999915,0.004459308807134799,
600539.SH,2025-08-25,2025-08-29,5,ok,down,11.97,11.68,-0.2900000000000009,-0.024227234753550618,
600547.SH,2025-08-25,2025-08-29,5,ok,up,31.96,33.36,1.3999999999999986,0.04380475594493112,
600589.SH,2025-08-25,2025-08-29,5,ok,down,8.92,8.75,-0.16999999999999993,-0.019058295964125553,
600666.SH,2025-08-25,2025-08-29,5,ok,down,4.18,3.91,-0.2699999999999996,-0.0645933014354066,
600728.SH,2025-08-25,2025-08-29,5,ok,down,7.5,7.1,-0.40000000000000036,-0.05333333333333338,
600797.SH,2025-08-25,2025-08-29,5,ok,down,12.23,11.23,-1.0,-0.08176614881439084,
600875.SH,2025-08-25,2025-08-29,5,ok,down,20.65,19.78,-0.8699999999999974,-0.042130750605326756,
600885.SH,2025-08-25,2025-08-29,5,ok,up,25.97,26.18,0.21000000000000085,0.00808625336927227,
600888.SH,2025-08-25,2025-08-29,5,ok,down,7.85,7.47,-0.3799999999999999,-0.0484076433121019,
600961.SH,2025-08-25,2025-08-29,5,ok,up,13.29,13.52,0.23000000000000043,0.017306245297215986,
600988.SH,2025-08-25,2025-08-29,5,ok,up,25.3,25.97,0.6699999999999982,0.026482213438735105,
601059.SH,2025-08-25,2025-08-29,5,ok,down,19.99,19.65,-0.33999999999999986,-0.017008504252126057,
601608.SH,2025-08-25,2025-08-29,5,ok,down,5.6,5.33,-0.2699999999999996,-0.04821428571428564,
601789.SH,2025-08-25,2025-08-29,5,ok,down,5.59,5.43,-0.16000000000000014,-0.02862254025044725,
601899.SH,2025-08-25,2025-08-29,5,ok,up,22.21,23.08,0.8699999999999974,0.039171544349392046,
603031.SH,2025-08-25,2025-08-29,5,ok,down,40.5,36.59,-3.9099999999999966,-0.09654320987654312,
603070.SH,2025-08-25,2025-08-29,5,ok,down,14.74,13.81,-0.9299999999999997,-0.06309362279511531,
603081.SH,2025-08-25,2025-08-29,5,ok,down,13.84,12.91,-0.9299999999999997,-0.06719653179190749,
603118.SH,2025-08-25,2025-08-29,5,ok,down,13.89,13.2,-0.6900000000000013,-0.04967602591792666,
603119.SH,2025-08-25,2025-08-29,5,ok,up,73.08,76.15,3.0700000000000074,0.04200875752599901,
603163.SH,2025-08-25,2025-08-29,5,ok,up,38.83,38.92,0.09000000000000341,0.002317795518928751,
603228.SH,2025-08-25,2025-08-29,5,ok,up,59.6,63.89,4.289999999999999,0.07197986577181206,
603259.SH,2025-08-25,2025-08-29,5,ok,up,99.98,103.3,3.319999999999993,0.03320664132826558,
603267.SH,2025-08-25,2025-08-29,5,ok,down,61.7,58.98,-2.720000000000006,-0.04408427876823348,
603300.SH,2025-08-25,2025-08-29,5,ok,down,11.46,10.61,-0.8500000000000014,-0.07417102966841199,
603379.SH,2025-08-25,2025-08-29,5,ok,up,60.63,61.51,0.8799999999999955,0.014514266864588413,
603456.SH,2025-08-25,2025-08-29,5,ok,down,18.86,18.09,-0.7699999999999996,-0.04082714740190878,
603716.SH,2025-08-25,2025-08-29,5,ok,down,34.67,33.95,-0.7199999999999989,-0.02076723391981537,
603898.SH,2025-08-25,2025-08-29,5,ok,down,12.28,10.89,-1.3899999999999988,-0.11319218241042336,
603958.SH,2025-08-25,2025-08-29,5,ok,down,18.06,17.36,-0.6999999999999993,-0.038759689922480585,
603979.SH,2025-08-25,2025-08-29,5,ok,up,57.84,63.75,5.909999999999997,0.10217842323651445,
603989.SH,2025-08-25,2025-08-29,5,ok,down,18.61,18.24,-0.370000000000001,-0.019881783987103763,
603993.SH,2025-08-25,2025-08-29,5,ok,up,12.08,12.36,0.27999999999999936,0.023178807947019816,
605303.SH,2025-08-25,2025-08-29,5,ok,down,22.04,17.68,-4.359999999999999,-0.19782214156079853,
000758.SZ,2025-08-26,2025-09-01,5,ok,up,6.77,7.19,0.4200000000000008,0.062038404726735726,
000807.SZ,2025-08-26,2025-09-01,5,ok,up,18.84,19.41,0.5700000000000003,0.03025477707006371,
001359.SZ,2025-08-26,2025-09-01,5,ok,down,59.13,55.5,-3.6300000000000026,-0.06139015728056828,
002600.SZ,2025-08-26,2025-09-01,5,ok,up,14.92,15.67,0.75,0.05026809651474531,
002627.SZ,2025-08-26,2025-09-01,5,ok,up,5.82,6.42,0.5999999999999996,0.10309278350515458,
002658.SZ,2025-08-26,2025-09-01,5,ok,down,8.78,8.16,-0.6199999999999992,-0.07061503416856484,
002676.SZ,2025-08-26,2025-09-01,5,ok,down,12.02,10.84,-1.1799999999999997,-0.09816971713810314,
002690.SZ,2025-08-26,2025-09-01,5,ok,up,19.6,20.26,0.6600000000000001,0.03367346938775511,
002811.SZ,2025-08-26,2025-09-01,5,ok,up,12.09,12.15,0.0600000000000005,0.004962779156327585,
300005.SZ,2025-08-26,2025-09-01,5,ok,down,9.78,9.42,-0.35999999999999943,-0.03680981595092019,
300042.SZ,2025-08-26,2025-09-01,5,ok,down,28.47,26.96,-1.509999999999998,-0.05303828591499818,
300139.SZ,2025-08-26,2025-09-01,5,ok,up,19.85,22.38,2.5299999999999976,0.12745591939546586,
300206.SZ,2025-08-26,2025-09-01,5,ok,down,13.51,13.15,-0.35999999999999943,-0.026646928201332305,
300286.SZ,2025-08-26,2025-09-01,5,ok,down,24.69,24.1,-0.5899999999999999,-0.023896314297286343,
300605.SZ,2025-08-26,2025-09-01,5,ok,down,17.35,16.49,-0.860000000000003,-0.04956772334293965,
300971.SZ,2025-08-26,2025-09-01,5,ok,down,26.44,25.21,-1.2300000000000004,-0.046520423600605154,
301603.SZ,2025-08-26,2025-09-01,5,ok,up,72.76,77.59,4.829999999999998,0.06638262781748211,
301607.SZ,2025-08-26,2025-09-01,5,ok,down,37.33,36.45,-0.8799999999999955,-0.02357353335119195,
600113.SH,2025-08-26,2025-09-01,5,ok,up,59.96,60.1,0.14000000000000057,0.0023348899266177545,
600262.SH,2025-08-26,2025-09-01,5,ok,down,25.48,24.4,-1.0800000000000018,-0.04238618524332817,
600389.SH,2025-08-26,2025-09-01,5,ok,up,25.6,26.34,0.7399999999999984,0.02890624999999994,
600526.SH,2025-08-26,2025-09-01,5,ok,down,5.34,5.3,-0.040000000000000036,-0.007490636704119857,
600558.SH,2025-08-26,2025-09-01,5,ok,down,5.67,5.41,-0.2599999999999998,-0.045855379188712485,
600704.SH,2025-08-26,2025-09-01,5,ok,down,6.34,5.82,-0.5199999999999996,-0.08201892744479489,
600761.SH,2025-08-26,2025-09-01,5,ok,down,19.87,19.64,-0.23000000000000043,-0.011575239053850045,
603057.SH,2025-08-26,2025-09-01,5,ok,down,25.5,25.46,-0.03999999999999915,-0.0015686274509803587,
603201.SH,2025-08-26,2025-09-01,5,ok,down,17.65,17.58,-0.07000000000000028,-0.003966005665722396,
603815.SH,2025-08-26,2025-09-01,5,ok,up,9.56,10.02,0.4599999999999991,0.048117154811715385,
603929.SH,2025-08-26,2025-09-01,5,ok,up,42.45,42.47,0.01999999999999602,0.0004711425206123915,
603987.SH,2025-08-26,2025-09-01,5,ok,down,9.64,9.6,-0.040000000000000924,-0.004149377593361091,
000590.SZ,2025-08-27,2025-09-02,5,ok,down,12.81,12.05,-0.7599999999999998,-0.0593286494925839,
001216.SZ,2025-08-27,2025-09-02,5,ok,up,15.76,15.9,0.14000000000000057,0.008883248730964504,
002048.SZ,2025-08-27,2025-09-02,5,ok,up,24.6,29.4,4.799999999999997,0.19512195121951206,
002082.SZ,2025-08-27,2025-09-02,5,ok,up,9.58,9.72,0.14000000000000057,0.014613778705636802,
002261.SZ,2025-08-27,2025-09-02,5,ok,down,41.3,37.82,-3.479999999999997,-0.08426150121065368,
002487.SZ,2025-08-27,2025-09-02,5,ok,down,34.71,33.36,-1.3500000000000014,-0.03889369057908388,
002950.SZ,2025-08-27,2025-09-02,5,ok,down,10.74,10.21,-0.5299999999999994,-0.049348230912476664,
300073.SZ,2025-08-27,2025-09-02,5,ok,up,44.83,48.5,3.6700000000000017,0.08186482266339509,
300143.SZ,2025-08-27,2025-09-02,5,ok,up,10.73,11.47,0.7400000000000002,0.06896551724137932,
300150.SZ,2025-08-27,2025-09-02,5,ok,up,5.68,5.69,0.010000000000000675,0.001760563380281809,
300244.SZ,2025-08-27,2025-09-02,5,ok,down,17.49,17.3,-0.18999999999999773,-0.010863350485991866,
300428.SZ,2025-08-27,2025-09-02,5,ok,down,21.35,20.88,-0.4700000000000024,-0.022014051522248355,
300496.SZ,2025-08-27,2025-09-02,5,ok,down,76.65,74.38,-2.2700000000000102,-0.029615133724722898,
301330.SZ,2025-08-27,2025-09-02,5,ok,up,32.51,32.58,0.07000000000000028,0.002153183635804377,
600284.SH,2025-08-27,2025-09-02,5,ok,down,9.49,8.64,-0.8499999999999996,-0.08956796628029501,
601033.SH,2025-08-27,2025-09-02,5,ok,down,16.35,16.24,-0.11000000000000298,-0.006727828746177552,
603181.SH,2025-08-27,2025-09-02,5,ok,down,18.95,16.27,-2.6799999999999997,-0.14142480211081793,
603360.SH,2025-08-27,2025-09-02,5,ok,up,23.7,25.28,1.5800000000000018,0.06666666666666675,
603798.SH,2025-08-27,2025-09-02,5,ok,down,15.88,14.14,-1.7400000000000002,-0.10957178841309824,
603859.SH,2025-08-27,2025-09-02,5,ok,down,53.02,45.29,-7.730000000000004,-0.14579403998491142,
603950.SH,2025-08-27,2025-09-02,5,ok,down,32.54,31.39,-1.1499999999999986,-0.0353411186232329,
002250.SZ,2025-08-28,2025-09-03,5,ok,down,12.13,10.9,-1.2300000000000004,-0.10140148392415502,
300435.SZ,2025-08-28,2025-09-03,5,ok,down,18.58,17.4,-1.1799999999999997,-0.0635091496232508,
301183.SZ,2025-08-28,2025-09-03,5,ok,down,111.03,102.89,-8.14,-0.07331351886877421,
600211.SH,2025-08-28,2025-09-03,5,ok,up,48.83,49.79,0.9600000000000009,0.019660045054269933,
601877.SH,2025-08-28,2025-09-03,5,ok,up,27.86,28.2,0.33999999999999986,0.012203876525484561,
603893.SH,2025-08-28,2025-09-03,5,ok,down,237.16,206.57,-30.590000000000003,-0.12898465171192444,
605188.SH,2025-08-28,2025-09-03,5,ok,up,18.49,19.95,1.4600000000000009,0.07896160086533266,
000603.SZ,2025-08-29,2025-09-04,5,ok,up,17.41,18.76,1.3500000000000014,0.07754164273406096,
000737.SZ,2025-08-29,2025-09-04,5,ok,down,12.7,11.72,-0.9799999999999986,-0.07716535433070856,
000831.SZ,2025-08-29,2025-09-04,5,ok,down,58.32,51.84,-6.479999999999997,-0.11111111111111106,
000892.SZ,2025-08-29,2025-09-04,5,ok,up,5.18,5.41,0.23000000000000043,0.044401544401544486,
000920.SZ,2025-08-29,2025-09-04,5,ok,down,13.19,12.36,-0.8300000000000001,-0.06292645943896892,
000962.SZ,2025-08-29,2025-09-04,5,ok,down,21.96,20.5,-1.4600000000000009,-0.06648451730418947,
001222.SZ,2025-08-29,2025-09-04,5,ok,up,25.27,26.9,1.629999999999999,0.0645033636723387,
002115.SZ,2025-08-29,2025-09-04,5,ok,up,10.47,12.0,1.5299999999999994,0.14613180515759305,
002195.SZ,2025-08-29,2025-09-04,5,ok,down,8.55,8.12,-0.4300000000000015,-0.05029239766081888,
002244.SZ,2025-08-29,2025-09-04,5,ok,down,10.57,10.09,-0.4800000000000004,-0.045411542100283864,
002384.SZ,2025-08-29,2025-09-04,5,ok,down,66.02,58.18,-7.839999999999996,-0.11875189336564672,
002484.SZ,2025-08-29,2025-09-04,5,ok,down,33.31,31.1,-2.210000000000001,-0.06634644250975685,
002564.SZ,2025-08-29,2025-09-04,5,ok,down,9.19,8.54,-0.6500000000000004,-0.07072905331882486,
002669.SZ,2025-08-29,2025-09-04,5,ok,down,14.05,13.44,-0.6100000000000012,-0.04341637010676165,
002837.SZ,2025-08-29,2025-09-04,5,ok,down,80.0,67.68,-12.319999999999993,-0.15399999999999991,
002926.SZ,2025-08-29,2025-09-04,5,ok,down,10.82,9.9,-0.9199999999999999,-0.08502772643253234,
002957.SZ,2025-08-29,2025-09-04,5,ok,down,18.25,17.44,-0.8099999999999987,-0.04438356164383555,
300007.SZ,2025-08-29,2025-09-04,5,ok,up,45.1,49.55,4.449999999999996,0.09866962305986686,
300043.SZ,2025-08-29,2025-09-04,5,ok,down,5.25,5.02,-0.23000000000000043,-0.04380952380952389,
300132.SZ,2025-08-29,2025-09-04,5,ok,up,6.45,6.54,0.08999999999999986,0.013953488372093,
300450.SZ,2025-08-29,2025-09-04,5,ok,up,35.51,44.83,9.32,0.2624612785130949,
300701.SZ,2025-08-29,2025-09-04,5,ok,down,12.29,12.14,-0.14999999999999858,-0.012205044751830641,
300709.SZ,2025-08-29,2025-09-04,5,ok,up,52.85,56.0,3.1499999999999986,0.05960264900662249,
300797.SZ,2025-08-29,2025-09-04,5,ok,down,20.2,17.44,-2.759999999999998,-0.13663366336633653,
300852.SZ,2025-08-29,2025-09-04,5,ok,down,39.55,34.95,-4.599999999999994,-0.11630847029077104,
300955.SZ,2025-08-29,2025-09-04,5,ok,up,31.85,33.04,1.1899999999999977,0.03736263736263729,
300972.SZ,2025-08-29,2025-09-04,5,ok,down,211.8,190.36,-21.439999999999998,-0.10122757318224739,
300973.SZ,2025-08-29,2025-09-04,5,ok,down,50.39,48.23,-2.1600000000000037,-0.04286564794602111,
300988.SZ,2025-08-29,2025-09-04,5,ok,up,23.7,23.85,0.15000000000000213,0.006329113924050723,
300990.SZ,2025-08-29,2025-09-04,5,ok,down,82.13,67.99,-14.14,-0.17216607816875687,
301021.SZ,2025-08-29,2025-09-04,5,ok,down,39.05,35.52,-3.529999999999994,-0.09039692701664519,
301065.SZ,2025-08-29,2025-09-04,5,ok,down,24.23,23.79,-0.4400000000000013,-0.018159306644655437,
