total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
177,174,3,3,0,0,1.0,0.7631099674942584,2.289329902482775,0.03815549837471293,1.4838709677419348,0.19477191184007964,0.6106870229007606,2.289329902482775,0,,0.7631099674942584
