ts_code,detect_date,note
301201.SZ,20251118,gaps up
301566.SZ,20251118,gaps up
600577.SH,20251118,gaps up
000547.SZ,20251119,gaps up
001216.SZ,20251119,gaps up
300452.SZ,20251119,gaps up
301233.SZ,20251119,gaps up
000065.SZ,20251120,gaps up
600601.SH,20251120,gaps up
603002.SH,20251120,gaps up
605399.SH,20251120,gaps up
000798.SZ,20251124,gaps up
605136.SH,20251125,gaps up
000566.SZ,20251126,gaps up
002413.SZ,20251126,gaps up
300902.SZ,20251127,gaps up
603353.SH,20251128,gaps up
000878.SZ,20251201,gaps up
000975.SZ,20251201,gaps up
001318.SZ,20251201,gaps up
002157.SZ,20251201,gaps up
002166.SZ,20251201,gaps up
002233.SZ,20251201,gaps up
002277.SZ,20251201,gaps up
002297.SZ,20251201,gaps up
002544.SZ,20251201,gaps up
002625.SZ,20251201,gaps up
002695.SZ,20251201,gaps up
002716.SZ,20251201,gaps up
002839.SZ,20251201,gaps up
300102.SZ,20251201,gaps up
300952.SZ,20251201,gaps up
301109.SZ,20251201,gaps up
600362.SH,20251201,gaps up
600879.SH,20251201,gaps up
601212.SH,20251201,gaps up
601369.SH,20251201,gaps up
601717.SH,20251201,gaps up
603682.SH,20251201,gaps up
603758.SH,20251201,gaps up
603967.SH,20251201,gaps up
000703.SZ,20251202,gaps up
002983.SZ,20251202,gaps up
300903.SZ,20251202,gaps up
300913.SZ,20251202,gaps up
601188.SH,20251202,gaps up
000735.SZ,20251203,gaps up
002353.SZ,20251203,gaps up
002444.SZ,20251203,gaps up
300269.SZ,20251203,gaps up
300596.SZ,20251203,gaps up
300819.SZ,20251203,gaps up
300889.SZ,20251203,gaps up
301148.SZ,20251203,gaps up
600829.SH,20251203,gaps up
000078.SZ,20251204,gaps up
000630.SZ,20251204,gaps up
000692.SZ,20251204,gaps up
000838.SZ,20251204,gaps up
000923.SZ,20251204,gaps up
001211.SZ,20251204,gaps up
002107.SZ,20251204,gaps up
002300.SZ,20251204,gaps up
600467.SH,20251204,gaps up
601168.SH,20251204,gaps up
603696.SH,20251204,gaps up
603979.SH,20251204,gaps up
002682.SZ,20251205,gaps up
600151.SH,20251205,gaps up
601399.SH,20251205,gaps up
001219.SZ,20250624,gaps up
002889.SZ,20250630,gaps up
000900.SZ,20250701,gaps up
002001.SZ,20250702,gaps up
600583.SH,20250702,gaps up
300883.SZ,20250708,gaps up
301006.SZ,20250709,gaps up
603700.SH,20250709,gaps up
600323.SH,20250715,gaps up
603661.SH,20250716,gaps up
601225.SH,20250718,gaps up
601898.SH,20250718,gaps up
002523.SZ,20250721,gaps up
600019.SH,20250721,gaps up
600039.SH,20250721,gaps up
600352.SH,20250721,gaps up
601700.SH,20250721,gaps up
603315.SH,20250721,gaps up
603387.SH,20250721,gaps up
603568.SH,20250721,gaps up
600380.SH,20250722,gaps up
600115.SH,20250723,gaps up
601021.SH,20250723,gaps up
601111.SH,20250723,gaps up
000683.SZ,20250725,gaps up
002142.SZ,20250725,gaps up
300112.SZ,20250728,gaps up
000915.SZ,20250804,gaps up
300615.SZ,20250805,gaps up
301106.SZ,20250805,gaps up
000902.SZ,20250806,gaps up
002377.SZ,20250807,gaps up
002972.SZ,20250811,gaps up
300352.SZ,20250814,gaps up
603273.SH,20250814,gaps up
600298.SH,20250815,gaps up
300845.SZ,20250818,gaps up
600795.SH,20250819,gaps up
300259.SZ,20250822,gaps up
603187.SH,20250822,gaps up
300329.SZ,20250825,gaps up
300375.SZ,20250825,gaps up
601888.SH,20250825,gaps up
002831.SZ,20250827,gaps up
002270.SZ,20250829,gaps up
300132.SZ,20250829,gaps up
300988.SZ,20250829,gaps up
600690.SH,20250829,gaps up
603610.SH,20250829,gaps up
002763.SZ,20250901,gaps up
301539.SZ,20250908,gaps up
600594.SH,20250908,gaps up
002330.SZ,20250915,gaps up
300750.SZ,20250915,gaps up
601088.SH,20250916,gaps up
600060.SH,20250925,gaps up
002204.SZ,20250930,gaps up
000597.SZ,20251009,gaps up
301167.SZ,20251009,gaps up
600075.SH,20251009,gaps up
600483.SH,20251009,gaps up
601061.SH,20251009,gaps up
601600.SH,20251009,gaps up
601678.SH,20251009,gaps up
300512.SZ,20251010,gaps up
600066.SH,20251010,gaps up
601611.SH,20251010,gaps up
000157.SZ,20251014,gaps up
002884.SZ,20251014,gaps up
601319.SH,20251014,gaps up
601919.SH,20251014,gaps up
000726.SZ,20251015,gaps up
601628.SH,20251016,gaps up
000766.SZ,20251017,gaps up
001228.SZ,20251020,gaps up
002829.SZ,20251020,gaps up
000850.SZ,20251021,gaps up
300834.SZ,20251021,gaps up
000637.SZ,20251022,gaps up
000928.SZ,20251022,gaps up
002588.SZ,20251022,gaps up
300557.SZ,20251022,gaps up
600185.SH,20251022,gaps up
600871.SH,20251022,gaps up
000852.SZ,20251023,gaps up
002243.SZ,20251023,gaps up
002337.SZ,20251023,gaps up
600938.SH,20251023,gaps up
601857.SH,20251023,gaps up
001218.SZ,20251024,gaps up
002151.SZ,20251024,gaps up
002454.SZ,20251024,gaps up
300739.SZ,20251024,gaps up
600710.SH,20251024,gaps up
603160.SH,20251024,gaps up
603856.SH,20251024,gaps up
000543.SZ,20251027,gaps up
002378.SZ,20251027,gaps up
002690.SZ,20251027,gaps up
300054.SZ,20251027,gaps up
301097.SZ,20251027,gaps up
301287.SZ,20251027,gaps up
600801.SH,20251027,gaps up
600805.SH,20251027,gaps up
000421.SZ,20251028,gaps up
300219.SZ,20251028,gaps up
300771.SZ,20251028,gaps up
301170.SZ,20251028,gaps up
301223.SZ,20251028,gaps up
600029.SH,20251028,gaps up
600195.SH,20251028,gaps up
600269.SH,20251028,gaps up
600346.SH,20251028,gaps up
600361.SH,20251028,gaps up
001288.SZ,20251029,gaps up
002004.SZ,20251029,gaps up
002552.SZ,20251029,gaps up
300140.SZ,20251029,gaps up
300283.SZ,20251029,gaps up
300415.SZ,20251029,gaps up
300573.SZ,20251029,gaps up
600011.SH,20251029,gaps up
600572.SH,20251029,gaps up
601318.SH,20251029,gaps up
603739.SH,20251029,gaps up
002314.SZ,20251030,gaps up
301279.SZ,20251030,gaps up
600295.SH,20251030,gaps up
600300.SH,20251030,gaps up
600507.SH,20251030,gaps up
600575.SH,20251030,gaps up
600989.SH,20251030,gaps up
601808.SH,20251030,gaps up
603997.SH,20251030,gaps up
605305.SH,20251030,gaps up
002489.SZ,20251031,gaps up
600166.SH,20251031,gaps up
600329.SH,20251031,gaps up
603190.SH,20251031,gaps up
003008.SZ,20251103,gaps up
600444.SH,20251103,gaps up
605155.SH,20251103,gaps up
300402.SZ,20251104,gaps up
000338.SZ,20251106,gaps up
000809.SZ,20251106,gaps up
001286.SZ,20251106,gaps up
300775.SZ,20251106,gaps up
600089.SH,20251106,gaps up
002170.SZ,20251107,gaps up
000830.SZ,20251110,gaps up
001209.SZ,20251110,gaps up
002091.SZ,20251110,gaps up
603663.SH,20251110,gaps up
301305.SZ,20251112,gaps up
600113.SH,20251112,gaps up
300350.SZ,20251113,gaps up
001217.SZ,20251125,gaps up
600288.SH,20251125,gaps up
600489.SH,20251125,gaps up
605005.SH,20251125,gaps up
000612.SZ,20251201,gaps up
000672.SZ,20251201,gaps up
000708.SZ,20251201,gaps up
002159.SZ,20251201,gaps up
300929.SZ,20251201,gaps up
600497.SH,20251201,gaps up
601369.SH,20251201,gaps up
603787.SH,20251201,gaps up
301012.SZ,20251208,gaps up
301198.SZ,20251208,gaps up
600230.SH,20251208,gaps up
600372.SH,20251208,gaps up
600859.SH,20251208,gaps up
601211.SH,20251208,gaps up
600875.SH,20251211,gaps up
601226.SH,20251211,gaps up
002309.SZ,20251212,gaps up
