total_candidates,skipped_candidates,total_trades,wins,losses,breakeven,win_rate,avg_r,total_r,avg_pct,max_win_r,max_loss_r,median_r,gross_win_r,gross_loss_r,profit_factor,expectancy_r
1140,995,145,42,69,34,0.2896551724137931,-0.04649820656618233,-6.742239952096438,-0.0014911339050249274,9.054604726976363,-1.7900885622762392,0.0,56.47884925640321,63.22108920849965,0.8933545746125805,-0.04649820656618233
